rating,title,userName,date,review,developerResponse,isEdited
1,Totally unresponsive,drickmoneyy,9/26/2020 14:11,Every since the ios14 update I open my app and I’m unable to scroll or touch anything to maneuver within the app. I have no options or ability to see or do anything!! This has been happening for more than a week a HUGE inconvenience.,"{'id': 18150725, 'body': 'Sorry for the trouble you are experiencing with our app. For further assistance, please email us at reviews@current.com. Sincerely, Support@Current\n\n', 'modified': '2020-09-28T14:10:34Z'}",FALSE
1,Current is a NIGHTMARE!,1914Sydney,9/18/2020 21:18,I need help to get into my account! I get no help. I email support 3 times and get the same reply and I respond the same but receive no help or confirmation to get into my account. I can’t buy what I need! Please I need help. Help me! I am so disappointed and frustrated I will never recommend Current to anyone.,"{'id': 18078593, 'body': ""Hi, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at reviews@current.com. Sincerely, Support@Current\n\n"", 'modified': '2020-09-24T14:21:08Z'}",FALSE
5,WOW!,"Deb R Quincy, MA",9/16/2020 21:02,I got paid the same day my timesheets were submitted! Couldn’t ask for anything more!,,FALSE
5,fantastic bank alternative,Noah Carter (Huge Fan),7/15/2020 2:52,"only thing missing is cash checking through your phone, can’t seem to find that. but other than that the app has so many helpful features and has completely replaced my brick and mortar bank nearly flawlessly.",,FALSE
5,Awesome,MeMe79$$,7/12/2020 1:31,This is one of the best prepaid cards you could have! They have free ATM withdrawals at most ATM! And they don’t charge all the fees like most prepaid cards do!,,FALSE
1,This is a horrible app,s.s.sophia1225,7/14/2020 18:29,It’s been  a week My money has been froze on my account can’t get any contact from customer service sending me the same email over and over again refusing to unlock my account please steer away from this account it will take your money,,FALSE
4,Only problem,fbvbvn,7/12/2020 13:27,I like current just when I try to cash my check it don’t let me,"{'id': 16604059, 'body': ""Hi, we'd be happy to see what happened with your account. Please contact us at reviews@current.com.\n\nSincerely,\nSupport@Current"", 'modified': '2020-07-13T20:57:38Z'}",FALSE
5,Current works great,Tazzer475,7/9/2020 14:06,"Honestly really good bank account
Very easy and helpful to use",,FALSE
5,Love it,Jay0627,6/30/2020 23:26,I am kinda new but this is by far the best prepaid card app I’ve used!! Definitely recommend,,FALSE
1,Zero Stars,Dobbimo,7/9/2020 6:54,"Current is by far the worst customer service I have ever dealt with. You can only communicate through chat even when they have a support email and phone number, you get no response. Would not recommend to anyone. If I could give it negative stars I would.",,FALSE
5,BEST BANKING APP TO HAVE!,briiionaswiiishaaaa,4/14/2021 23:38,I love Current it’s easy to use it’s convenient there’s not a bunch of pointless policies and hidden charges like PayPal or Netspend. Highly recommend!,,FALSE
5,Good App,Demxnicc,4/6/2021 21:15,This is a well done app and if properly organized so you know what goes where,,FALSE
5,Help me!!,extvu jctcin,3/26/2021 23:16,I like the app it’s easy to use but it says it’s temporarily disabled and I can transfer any of my funds,,FALSE
5,Current,deloresbuck,2/27/2021 22:51,Love it I would spread the word I have had no Problem  out of it .,,FALSE
5,Current debt,Teebow15,1/26/2021 18:07,"Another way to spread your money with ease, can’t complain",,FALSE
1,No 5 days faster,naptownkey,2/27/2021 4:17,The five day faster is a lie!!! Where’s my refund said my money would be deposited today and still haven’t seen it. I have Chime and plan on changing my deposits back to them because I would’ve had my money by now if I had deposited it with them. What a waste!,"{'id': 21375403, 'body': 'Hi there! Thank you for your review. We understand that this is frustrating for you, but we are only able to credit your refund when we receive it from the IRS. If you have still not received your refund, then we may not have received it yet. Please reach out to our member experience team at reviews@current.com from the email address associated with your account for additional assistance.\n\nSincerely, \nSupport@Current', 'modified': '2021-03-01T16:43:52Z'}",FALSE
5,Current customer,current custo,1/7/2021 7:04,I love current they are awesome in many ways,,FALSE
5,Great,Jshawn8989,1/2/2021 0:37,I loveee this account teen accounts an i get paid faster than anyone i know,,FALSE
5,Birthday,$ck051tJz3E8$,1/1/2021 5:25,If you get in the app how do you change your birthday bc I faked it ? Idk why but could I change it ?,,FALSE
5,The best mobile banking ever!,hdiebxnakajxbduwjakabx,12/31/2020 17:49,And than i got my stimulus 12 hours after the stimulus package was signed!,,FALSE
5,Current is the best,Crazyboo1982,11/24/2020 19:58,My deposit came six days early I’m glad I chose Current 😍,,FALSE
1,DO NOT GET THIS CARD,vshotshotsfired,12/29/2020 9:46,"This card isn’t what it appears to be!!!
I ordered the card in hopes that I could get my pay check deposited directly. What they didn’t tell me was after your check is deposited it will take up to a week for it to be available to you!!!!! 😒 soooo disappointed...... Back to varo!!!!","{'id': 20094772, 'body': ""Hi there, we're sorry to hear about your experience and we'd be happy to look into this further. Please reach out to our customer support team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2020-12-30T22:51:47Z'}",FALSE
1,Bad customer service,Jayeeee9,12/14/2020 14:28,They locked my card and is holding my money and it is hard for anyone to reach them. They will lie and tell you they will talk to you in 24 hours but they won’t even give a effort. This is sad and I need to speak to a supervisor now.,"{'id': 19811446, 'body': ""Hi, we're sorry to hear that and we would love to take a look at what's happening. Please reach out to our customer support team at reviews@current.com. Sincerely, Support@Current"", 'modified': '2020-12-16T17:37:33Z'}",FALSE
4,Only 1 bad thing,walnutonstix,12/7/2020 19:36,Is that it takes a few days to add money from your bank,,FALSE
5,You must get this card!!!,Davissaid,9/10/2020 10:20,I got my check 4 days before I normally do!!!,,FALSE
5,Great service,Teezyfbaby614,9/9/2020 15:48,Get my money 1 day faster quick and easy,,FALSE
5,Solid,gonzoxnikesb,6/30/2020 18:39,Super solid banking app w all the features you’d expect from a traditional bank,,FALSE
1,Where’s my card??,Packman07,7/21/2020 9:01,I signed up for current atleast 6 months ago and still have yet to sent me my card!! I entered all the banking info at work and everything like I was supposed!! I also tried customer service but it was absolutely no help on getting me my card!,,FALSE
5,I love using current!,bobbyblackbelt,5/4/2021 0:11,It’s amazing I get my checks early and love having a savings account,,FALSE
5,Sleek,Lilleebugs,4/30/2021 15:56,"I LOVE the layout of this app as well as the aesthetic, way better than any other cash-app for sure. ✨✨✨",,FALSE
5,Convenient and easy,mz334xdr,3/9/2021 11:07,Currentbhas been so easy to use. Works seemlessly and smoothly. I habe been  very impressed,,FALSE
1,Ashamed,mimimcdormoth,4/14/2021 2:03,Rating one star because I tried to sign up for current with my phone number end it signed me into someone else account hat I didn’t try to do I don’t know how to keep from signing into his information it don’t even have a sign up option at all,"{'id': 22271443, 'body': ""Hi there, we're sorry to hear this happened to you & we definitely want to look into what's going on here. Please contact us at review@current.com & let us know a little more about what happened & feel free to provide any screenshots that you think may be helpful. \n\nWe'll keep an eye out for your email & let us know if you have any questions or concerns. \n\nSincerely, \nSupport@Current"", 'modified': '2021-04-16T01:30:44Z'}",FALSE
5,Direct deposit,clinton214,2/18/2021 9:20,Fastest direct deposit. Checks really comes two days before. Gotta love it💪🏾💯🔥,,FALSE
5,Best card ever,malakai the prince,2/14/2021 16:20,I don’t have any problems with current I love this card,,FALSE
5,Yay!,Blade Bambach,1/22/2021 2:19,Love the new update. Money and Notification lists look streamlined now instead of different designs. Good job.,,FALSE
4,Great Service,Colby311,2/13/2021 4:20,Current is a great bank for direct deposit I get paid as soon as my check is deposited!,,FALSE
5,Love!,xtinaodo88,1/14/2021 16:05,Love this app it’s saved my life because I can’t get a bank account. They’re very helpful,,FALSE
5,Current,Flight miles,12/15/2020 20:15,Current mobile banking is the best,,FALSE
5,I love it,Marle2627,12/3/2020 12:50,The best Debit Card ever that gives you direct deposit quickly before 1 day,,FALSE
5,It works,hailtotelly,9/3/2020 6:32,Paid two days early,,FALSE
1,This App is the WORST,JayW2126,11/13/2020 15:59,The Star ratings on this bank is deceiving I promise you. Please don’t be one of those idiots like me and bank with this ridiculous app. Your money isn’t yours and you can’t take it out when you feel like it. They might even delete this review......don’t waste your time get a REAL bank.,"{'id': 19147124, 'body': ""Hi there! We're sorry to hear that you feel this way and would be happy to look into any issues that you've had with the app. Please contact our team at reviews@current.com for assistance. \n\nSincerely, \nSupport@Current"", 'modified': '2020-11-16T21:34:46Z'}",FALSE
5,So easy and fun,shakallama,8/7/2020 1:24,It’s so easy to use especially for teens as a teen myself it teaching me how maintain my money and also invest,,FALSE
5,Current review,Forever KNJ,7/17/2020 22:04,Always on point,,FALSE
5,Current app,babyglock26,7/8/2020 2:29,Really good app just needs better way to reach operator and it would be great.,,FALSE
1,Worst Bank,Avyana0606,7/10/2020 18:35,I would not recommend you too ever use this service. If you use mobile deposit your going too be waiting for a whole week until your money is available. They are extremely Rude and Never get an account with them Ever,"{'id': 16603783, 'body': ""We sincerely apologize for the troubles you've had with the app. Please send us an email at reviews@current.com, we would love to help troubleshoot.\n\nSincerely,\nSupport@Current"", 'modified': '2020-07-13T20:28:42Z'}",FALSE
5,Review,mrsmoreno121,6/30/2020 23:00,"It’s an awesome way to get ur money an save 
It th best mobile bank app I’ve ever had that’s for everything currently",,FALSE
4,Love it,knj594,6/15/2020 13:11,Convenient and user friendly. Long deposit times on the free account. Only down side. Other than that I love it.,,FALSE
2,Horrible Customer Service,cchurchill18,6/24/2020 18:00,"The idea is great, but every time I have issues with my app there is no way to get help. I have been trying to access my account for two months and can not get help from anyone!",,FALSE
5,You have to sign up!,Adameast1,6/3/2021 0:10,Current is awesome! Started using it because of MrBeast and have fell in love. Working great!,,FALSE
5,So far Current is good,Big Boriqua,5/20/2021 16:48,So far it’s working well no complaints,,FALSE
5,I love current!,Ernstem10,5/10/2021 19:44,"Super fast direct deposits, always easy to get help, I just love this banking app!",,FALSE
5,Current app,blackdiamondstyles,5/4/2021 2:27,It’s easy and quick to use,,FALSE
5,Seems cooh,nathan_daman21,4/26/2021 7:01,"Hoping to get my hands on that 10,000 for a car😌",,FALSE
5,Current,online C,3/13/2021 19:16,so far i love this checking account. It seems great.,,FALSE
1,Terrible customer service.,CJ Saldana,3/17/2021 15:53,"Have been waiting over 15 days to try to regain access to my account. No word or email back from anyone. When I call, and automatic message says my account “is under review” and I still have money being deposited. Unacceptable.","{'id': 21744266, 'body': ""Hi there, we're sorry to hear about this & apologize for the inconvenience we've caused. Please reach out to us at reviews@current.com from the email address linked to your account for assistance! \n\nSincerely,\nSupport@Current"", 'modified': '2021-03-19T01:15:27Z'}",FALSE
5,Diggin the current card!,urbanchik,2/23/2021 17:12,very efficient direct deposit services!,,FALSE
3,Current Review,mimi5766,3/12/2021 1:02,I Feel Like Current is a great app to use but I also feel like there should be more ways to overdraft and more way to transfer money,,FALSE
5,This app is clutch!,thaaqibxo,1/30/2021 23:38,I love this app in all honesty is simple and less hassle.! I had this app for a few months,,FALSE
5,Fast money,BigV Herb,1/26/2021 0:49,Love getting my checks early and the App is super easy to use,,FALSE
5,Card,willie roberson,1/4/2021 11:38,I absolutely love it the card is awesome I highly recommend it,,FALSE
4,Address situation,Rrukiii,1/5/2021 2:38,"Okay so, Im confused. How am I supposed to get the card if it didn’t let me input my address? I done signed up and everything","{'id': 20276703, 'body': ""Hi there! We'd be happy to look into the trouble that you're experiencing! Please reach out to our customer support team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-01-08T23:26:38Z'}",FALSE
5,Great card,vibes216dsg,12/10/2020 12:57,I love the app helps track my everyday spending. 2 thumbs up,,FALSE
3,Trying to sign in off my new phone,noah1237654,12/20/2020 7:07,The app will not let me sign in with my email it keeps telling me the email is incorrect when Ik for a fact that it is,,FALSE
5,5star banking.,oreoslattt,12/7/2020 17:59,Been liking current since I started with them.,,FALSE
5,❤️,blackunicorntotherescue,12/4/2020 3:50,Been with them 2 years no complaints I love them,,FALSE
5,Card,booboo6978,11/24/2020 17:51,Great app thank you for everything you have done !!!,,FALSE
5,Current,Jacksonehiboy,11/19/2020 23:36,Great and fast and my daughter has her own account.,,FALSE
5,Bank account,beja15,10/28/2020 20:54,Best bank I’ve used ever best part is the faster direct deposit,"{'id': 18813424, 'body': ""Thanks for your review! We're here at reviews@current.com if you ever need assistance. \n\nSincerely, \nSupport@Current"", 'modified': '2020-10-30T20:26:49Z'}",FALSE
5,Bank,mlcutting28,7/1/2020 17:24,Better than chase,,FALSE
3,Everyone hates fees,Nicnac7262528,9/16/2020 12:43,"I like this app, but I hate fees and that’s the only reason why I’d consider going some place else and that other apps give more for overdraft. 
Other then that it’s good. Love getting paid early","{'id': 17958093, 'body': 'Thank you for providing your valuable feedback. Please reach out to us at reviews@current.com, if there is anything we can help with. Sincerely, Support@Current\n\n', 'modified': '2020-09-18T15:36:29Z'}",FALSE
1,Worst internet bank I’ve used,Bluetarheel,8/11/2020 3:12,I tested a couple of internet banks and this is by far the worst. Their features they promise like getting direct deposit 2 days sooner is bs because you have to pay to get access to that. My local payday cash loans store is more innovative than these fraudsters.,,FALSE
5,Current,lilite man,6/25/2020 16:37,I’m in love with current so far. Money is here fast and couldn’t be happier,,FALSE
5,Banking of the Future!,Blaquealaskan,6/17/2020 12:49,This bank has everything I need and more! It’s so quick and easy! Ah-maze-zing!,,FALSE
5,Love,Trealaii,6/16/2020 11:05,Awesome I love having an all digital bank to do banking my way. So convenient thanks so much current.,,FALSE
5,Love It ✊🏾,Roma Geezs,6/13/2020 7:58,It’s a shame I can’t save but at least current tells me every little thing I do good & bad 😭❤️,,FALSE
5,It says,zhchamcnfosjjdjajshgegdu ic,5/18/2021 11:00,It good just takes a bit to get use to,,FALSE
1,How about adding a login page,DayNNightOG,6/8/2021 22:53,On both your website and app there is literally no option to sign in and when you try to sign up using your already registered phone number it just tells you to sign in. Amazing app.,"{'id': 23313226, 'body': 'Hi there! We sincerely apologize for the inconvenience and would be happy to assist you further and update the info on your account to have this issue resolved asap! Please send us an email at reviews@current.com. Thanks!', 'modified': '2021-06-10T17:49:46Z'}",FALSE
5,Getting paid,J $te@dy$t@ck!n,5/12/2021 6:54,Thanks for letting me get my paycheck two days early. Rally helps a lot.,,FALSE
5,Best bank,jahlonnie,4/27/2021 1:52,Just easy to use love the card setting,,FALSE
5,Very awesome,AdoniesZo,4/7/2021 16:14,I love everything about current! Never let me down,,FALSE
5,Hey,durkmoneyfly,4/2/2021 1:42,Hello I like this card never gave me navigate  problems always stay positive kill them with kindness,,FALSE
5,Best,iSItYOu9210,3/18/2021 22:45,The best online bank ever wish I could show you guys my account 😍,,FALSE
5,Best ever!!!!,Angane1423,3/8/2021 19:57,Never got paid faster and I tried all bank around,,FALSE
5,Great,reddmann484,3/1/2021 16:08,Haven’t been with current long but so far I love all features.,,FALSE
1,Very bad account,CASHAPP IS A RIPOFF,3/5/2021 14:28,They closed my account without giving me a reason why and I was receiving my unemployment checks on the card. And I still had money in the account and they didn’t even send me the money they kept it. And nobody will talk to me in customer service,"{'id': 21524112, 'body': ""Hi there, we're sorry to hear this. Our top priority is protecting our members, and an objective and detailed analysis of account and transaction history, along with intelligence collected from sophisticated external sources, supports our decision to part ways. When this decision is made, we will send the remaining funds to the address on file for your account. Feel free to reach out to us at reviews@current.com if you have any questions or concerns. \n\nSincerely, \nSupport@Current"", 'modified': '2021-03-08T22:55:33Z'}",FALSE
5,Review,jakeroblox,1/15/2021 23:10,I give this a 5 because there no fees and minimum balance but what can I do to convince my mom to make a acc she thinks it’s fake,,FALSE
1,can’t use app,priincessslaurennn,1/27/2021 4:40,i received a card months ago but every time i try to log in it says we have received your application and we are working on it or something. but i ALREADY have the card. and i’ve tried contacting them but never got anywhere,"{'id': 20740756, 'body': ""Hi there! It sounds like you're logging in with credentials that are different than what you originally signed up with. We'd be happy to help you out, please reach out to our team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-01-29T23:05:08Z'}",FALSE
5,KEEPING UP WITH CURRENT,falonwilliams,12/22/2020 17:06,This by far is the best debit card I have had in a long time! Very great experience with current !,,FALSE
4,Idk,wkt420,1/2/2021 0:22,Have not received my current card can’t find out when it’s gonna be here,"{'id': 20276569, 'body': ""Hi there! It can take up to 10 business days for your card to be delivered. If you haven't received your card within this time frame, please contact our customer support team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2021-01-08T23:04:55Z'}",FALSE
5,Good card company,lil djae bae,11/30/2020 15:17,I have no complaint this card is the best ever actually,,FALSE
5,Paid early,cjcreole85,11/18/2020 18:21,I like that i got paid at 1025 am two days faster then Friday,,FALSE
5,Love it,Almighty DRan,11/7/2020 1:31,Great app just hard to find the cash advance/atm finder that’s all other than that perfect app for Banking,,FALSE
5,Current,559Patlan,10/27/2020 0:18,This card is the best I get paid faster and no fees or late payments! Ty current,,FALSE
5,Current banking.,MrPearsondo3,10/17/2020 3:00,Easy to navigate. Great budgeting tools to keep yourself on check. Much love,,FALSE
5,Current is amazing,menace5nine,10/2/2020 5:53,I was expecting money tomorrow but I woke up to it at 8pm today. Current is the way,,FALSE
1,This is one of the worst one of these they have,Hddffgjhg,10/15/2020 17:31,"Before even asking me if it was okay they sent mail to my job asking if I really worked at the company, they don’t ask you if they can or even give you a heads up they just do it, and it’s embarrassing and wrong.",,FALSE
5,Great Time Fro Pay Day,APR SoLo Wesson,9/23/2020 3:50,Get Premium and get paid two day faster i promise i can’t make this up,,FALSE
5,Current,AceSky25,9/13/2020 16:49,I love this app I swear I wouldn’t ever use another app like this besides this one just amazing,,FALSE
5,Current,fhorton,8/30/2020 13:25,It’s a good bank app plus you get paid 2 day early,,FALSE
5,Current review,Mjay🖤,7/22/2020 18:03,I love current and everything about it🤩,,FALSE
3,Atm fees,nzmaiZic,8/20/2020 21:36,"It says over 55,000 free atms yet I go to a atm and the atm charged me a fee & my current card charged me a fee overall was 5 dollar why should I have to pay just to get money off my own card","{'id': 17472349, 'body': 'Hi, can you please send us your account details along with the screenshot of the ATM used to reviews@current.com so that we can help you. Thank you for using our app.\n\nSincerely,\nSupport@Current', 'modified': '2020-08-24T21:17:34Z'}",FALSE
5,Awesome card,Liltony742020,7/22/2020 15:38,I love this card and it gives me a overdraft and don’t charge me a fee I will suggest this card to everybody,,FALSE
5,Concerned,Dee Mercer,7/5/2020 16:23,Just want to kno why does it take so long for a check to load,,FALSE
1,Do not get this card!!!,ytrtttfg,7/18/2020 20:25,I put money on my grandson’s card. He misplaced his card so we ordered a new one. It never came. I’ve contacted them 5 times. Each time they’ve promised to send a new card. It’s been months.  I can obviously forget about the money that was still on his card.,,FALSE
5,Love,lol208453,7/5/2020 1:31,I love how this app is so easy and in a dated for the younger version of kids but it still professional for adults 😍🥰😀,,FALSE
5,Amazing!!!!,DreThreeStacks,6/28/2020 5:41,Best banking app ever. Got my paycheck earlier than expected. Would give over 5 stars if I could.,,FALSE
5,So far so good!!,M040508,6/23/2020 20:41,Love this mobile banking and app so far. Everyone should have this as their banking,,FALSE
5,Must Have App,Westsideck,6/15/2020 13:29,"The ONLY downside is not being able to connect with apps like Brigit, Dave, etc.",,FALSE
5,Good app,Ricoboy gamin7,5/24/2021 19:51,Been using for a year I highly recommend,,FALSE
5,Paid early is awesome,JAYCALI7,5/24/2021 3:01,Getting paid 2 days early is awesome ! This app and card and a account are awesome !,,FALSE
5,Love it!!!!,Never❤️Again71614,5/3/2021 16:07,I love this app and the customer service is awesome! Easy to use and navigate through .,,FALSE
5,Omg current slim.. smh,FBFG ARAB,3/14/2021 20:40,"I love this app, it helps a whole lot, and imma straight hood mfer💯Iont even use cards .. but this one right here👌 workin for me.. (Support Current)",,FALSE
1,Locked out of my account,patron carter,3/18/2021 19:25,I really like current at first but now I don’t know. I have been locked out of my account and now I have a deposit on my account and can’t spend the funds. I can’t remember my pin and can’t get in touch with anyone over the phone.,"{'id': 21763715, 'body': 'Hi there! Our phone support is limited at the moment to ensure the safety of our member experience agents & we apologize for the inconvenience this has caused. Please contact us at reviews@current.com from the email address linked to your account for help! \nSincerely, \nSupport@Current', 'modified': '2021-03-19T23:37:45Z'}",FALSE
5,Love it,Dai0508,2/25/2021 0:03,Absolutely love this mobile banking app it is the best literally I would suggest and refer everyone to join,,FALSE
5,Love it.,Kiingtarzan,2/19/2021 20:47,Thanks too my wife for introducing me to this bank on the go it’s so more easy,,FALSE
3,Current,bavylove22,2/23/2021 11:09,I don’t think you should have to pay just to get your money two days early why can’t it be like net spend,,FALSE
5,Love it!,Duahshika,2/4/2021 23:36,"I love my card, I get paid two days faster from my job!!",,FALSE
5,Current,dicksquad33,12/29/2020 15:13,Thank you guys so much I love current btw it’s jus was frustrating,,FALSE
5,Early deposits,Ericasmith5044,12/16/2020 2:40,I’m so greatful I receive my money early thanks again,,FALSE
5,Love it,george crofoot,11/22/2020 18:53,Love it always easy to access and even easier to use.,,FALSE
3,Question,ih dDdy,11/26/2020 3:04,So I am a 14 year old boy and I was recommended this by my boss so my made one so I can link to her accounts but I have a job so if I put this account as my bank will my money send?,,FALSE
5,Wow.,zachary Perdue,11/3/2020 19:35,This app lets me buy things online whenever I need to. Thanks current 👍🏻,,FALSE
5,Simple bank for teens,KeshCage,11/1/2020 20:06,I’m 14 got the card they teaching me a lot about finances and stuff and this app is perfect,,FALSE
5,Convenient,Mike laryy,10/8/2020 23:29,"Using this app is so convenient with my lifestyle. 
Plus a $1 dollar for referrals is also awesome!!",,FALSE
2,Card replacement,Renny2223,10/9/2020 13:56,Replacing a lost or stolen card is not a option even though they have it one the app. I have been waiting over 2months for a new card and still haven’t received it yet,"{'id': 18456948, 'body': 'Hi there! We would be happy to look into this further. Please email us at reviews@current.com. \n\nSincerely, Support@Current', 'modified': '2020-10-13T16:21:48Z'}",FALSE
5,Great card,Tedpee,8/4/2020 7:09,Love my new current card. I got paid two days earlier no atm fees plus I love the sleek retro look.,,FALSE
1,DONT USE ITS A SCAM,i got robbed blind,8/14/2020 8:52,My account was hacked and money was stolen out of it I called the company number they’re closed on weekends. Calls back on Monday only gets automated response no human interaction so I used the app chat line they flagged my account and blocked my phone number then after 3 months I get a email saying they can’t help me.,"{'id': 17334720, 'body': ""Hi, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at reviews@current.com.\n\nSincerely,\nSupport@Current"", 'modified': '2020-08-17T20:28:17Z'}",FALSE
5,The Best Mobile bank ever,Booties Loco Reynoso,7/15/2020 21:39,I Love this Bank it’s basically free :D and I just now funded it with my first bit of cash yayy! I’m so happy,,FALSE
5,It’s great,C J Brandon,7/11/2020 6:54,This is a really good at I highly recommend it from people starting,"{'id': 16603852, 'body': 'We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at reviews@current.com!\n\nSincerely,\nSupport@Current', 'modified': '2020-07-13T20:36:48Z'}",FALSE
5,Amazing,Kingkbhre,7/8/2020 11:28,I get paid before everyone else,,FALSE
5,#CURRENT,ᒪIᒪ ᗷITTY,7/6/2020 7:48,This is the best card I’ve ever used. Like no problems.! My check even arrives faster.!,,FALSE
5,I’m getting my paycheck 3 days before everyone!,A-G83,7/3/2020 15:17,I love Current. The best looking app out there!,"{'id': 481924, 'body': 'Thank you for the wonderful review!', 'modified': '2017-06-01T18:17:55Z'}",TRUE
3,So far so good,King Jay Rock,7/4/2020 5:27,Gave it a 3 star rating because I just started to use and it's good. Will move up to 5 in a few after my direct deposit start to go through.,,FALSE
5,No atm fees,nyirishlass,7/1/2020 12:47,"I love when it says participating atm, they mean it, I wasn’t charged a fee. Walmart charges 2.50 even at their own atms in the store.",,FALSE
5,Love Current,PatekPat,6/29/2020 15:55,I love everything about this app so far each is a cool card is cool easy to use! 🏌🏿‍♂️,,FALSE
5,Great for teens and parents,Skyeezz,6/29/2020 14:45,This Is a good way to keep track of money and even a savings.,,FALSE
5,App,nesk96,5/21/2021 20:19,I have an account already and can’t login with the app,,FALSE
1,False Advertisement,FlabbyBellyGone,6/10/2021 9:46,"Love ads (seen within five minutes) promise 4% APY on savings account if you add your phone number to wait list. No fine print anywhere. No details.

After adding your number you’ll get a text saying “download the current app” with an App Store or google play link.

After signing up for an account you’ll find that the savings account they’re toting doesn’t exist.

Deceptive and manipulative marketing tactics aren’t a great start to a financial partnership.

Way better options out there.",,FALSE
3,Works great til you switch phones,zckadm3,6/4/2021 17:25,"Always have an issue with the app not giving the login bar at bottom, only says begin setup.","{'id': 23249835, 'body': ""Hi there, we're sorry to hear this & we would be happy to look into what's going on here. Please contact us at reviews@current.com from the email address linked to your account & provide us with screenshots so that we can better assist you. \n\nWe look forward to hearing from you & let us know if you have any questions or concerns! "", 'modified': '2021-06-07T21:36:52Z'}",FALSE
5,Best App,Thugmisses33,5/20/2021 4:29,I Love This App It Really Helps Me Keep Track Of My Money & It Let’s Me Turn My Card Off When I’m Not Using It. It’s Really An Incredible App🎉🎉,,FALSE
5,Good,D4rks1ns,5/17/2021 17:18,Look it’s pretty cool i love it I use it for DoorDashAnd my DoorDash money comes in through there it’s a card that accepted my money,,FALSE
5,MrBeast,Cmd_Briggz,5/4/2021 3:12,"Thank you man, I really love your content and appreciate what you do! Keep up the good work",,FALSE
5,Yes,nijggk,4/29/2021 18:44,Love this card works well everything on time,,FALSE
5,Awesome card,jerimiahstar,4/28/2021 23:37,Out of all of my cards this is by far my favorite,,FALSE
5,my card,stupidfartbox37shitfart,4/26/2021 8:06,My card was white and I wanted the black one 😞,,FALSE
5,Its simple snd has great features,b was ms,4/3/2021 19:57,One of these easy bank apps as,,FALSE
1,Current banking,miss teebaby,4/12/2021 1:35,I’m writing a review feeling a bit upset.....I applied for this card exactly 3 weeks ago and still have yet to hear anything. It still just says they will review my application within the next few days. I just don’t understand.,"{'id': 22223595, 'body': ""Hi there, we're sorry to hear about this & apologize for the inconvenience this has caused. In some cases, we may need to review additional information before you can open an account with us. It may be that we're still waiting to receive the requested information/documents from you in order to move forward with your application. \n\nHowever, if you've already sent us the required info, please contact us at reviews@current.com from the email address you provided at sign up & we'll look into what's going on here. \n\nLooking forward to your reply!\n\nSincerely, \nSupport@Current"", 'modified': '2021-04-13T17:44:15Z'}",FALSE
5,I love it !!,Shark772,3/19/2021 18:14,The best mobile banking app I’ve ran across! And it’s only $5 a month for premium.,,FALSE
5,Current,A.green Jr,3/7/2021 15:55,Best bank I’ve had in years,,FALSE
5,Review,Demarcus Weeks,3/5/2021 6:19,The current card is pretty cool I would refer it to anyone trying to save money,,FALSE
5,My new card,MELOB27,2/24/2021 21:22,Just started using and so far I love it,,FALSE
5,Better than wisely,Keavs😆🤙🏾,2/23/2021 19:59,"Wisely won’t let me use cashapp, this does. Better",,FALSE
5,Current Card,Jvviceee,2/8/2021 21:32,I recommend this card to EVERYONE I know it’s the best 🥰,,FALSE
5,Best bank ever I swear,bk pizza lov-a,2/7/2021 18:26,I just love my card and how fast my money comes,,FALSE
5,Great,Mememe17,1/19/2021 14:05,Just needs higher spending limit.,,FALSE
5,Easy,nino121907,1/15/2021 0:29,The easy of this app is everything to me,,FALSE
5,Solid App,teamtato,12/3/2020 4:34,Very easy to use and it comes handy when needed.,,FALSE
3,Not the greatest app,SubtoztxfireyYT,12/23/2020 4:21,I logged in my account but it said I need permission to add money but I am 20 and would not let me change an account to make a another account,"{'id': 19984468, 'body': ""Hi there, we're sorry to hear this and would be happy to help you out! Please reach out to our customer support team at reviews@current.com from the email address associated with your account for assistance.\n\nSincerely, \nSupport@Current"", 'modified': '2020-12-24T16:32:11Z'}",FALSE
5,Current,kabsnsndbs,11/30/2020 5:47,Like I love this app so much I glad I came across this is a good app for umyour money and stuff thx😍,,FALSE
5,Great use,Ykeddi,9/15/2020 18:17,Safe easy and reliable the easiest way to bank,,FALSE
5,Just enabled app.!,1Ginasbabies!,7/17/2020 1:55,"Working just fine for me, no problems.!",,FALSE
3,Sign in,Ling long dong long,8/17/2020 20:14,Bad excuse for an sign up u have to put a number and number only to sign up that doesn’t make any sense just make an regular sign up it not hard🤣,"{'id': 17422519, 'body': 'If there is anything specific we can help with, or if you have any suggestions, please do not hesitate to reach out to us at reviews@current.com.\n\nSincerely,\nSupport@Current', 'modified': '2020-08-21T15:13:23Z'}",FALSE
