userName,isEdited,date,review,rating,title,developerResponse
cjpogi858,FALSE,9/12/2018 17:23,"Afirm is great especially for people like me with slightly good credit. thanks Affirm i can buy the stuff that i want and with your monthly payments you guys help me get it with no pressure at all. i would recommend you guys to everyone, no question ask.

thanks guys.!!",5,Great option.,
DesiignSTARR,FALSE,8/10/2018 3:17,I really enjoy the simplicity of this app. It does what it needs to without being overly complicated and bogged down with a bunch of nonsense. No problems with Affirm. It’s definitely come in handy when I don’t want to use my bank accounts or credit cards.,5,Great App,
JayKOall,FALSE,6/13/2018 16:36,I didn’t quite have the money for airline tickets for my Family vacation so I tried Affirm and Was approved for my loan now my family is going to Disney World at a cheaper rate than it would’ve been if I would have waited,5,Get a loan when other places say NO,
REFS92,FALSE,5/29/2018 19:34,"Use it wisely everyone, don’t go splurging.. this app makes it easy to buy your most wanted items over time and help not only build your credit but does it while offering low interest rate loans.",5,Great way to start building credit!,
Jala Monai,FALSE,9/16/2017 1:56,I was scared at first because I honestly didn't know how it was gonna hit my credit but I actually paid all payments on time with the help of the reminders no matter how bad I didn't want too. But it was super easy and I just might do it again soon .,5,Affirm App,
jefflaur,FALSE,5/25/2018 1:48,"As a busy voiceover talent and with three studios we needed to replace some items quick.  While available cash was there, the Affirm group makes payment plans instantly possible.  Really helps to know there’s a pre approved amount available in case we need to get gear quick.  Thanks Affirm!",4,A secure and easy way to acquire needed equipment,
micheleallen39,FALSE,4/23/2021 19:34,My children have never been to the beach! We are allll going this May to enjoy time together and just chill ! I’m so excited to see everyone’s face when they see the ocean!! My dreams have come true . We have the most fantastic home rented !!,5,Thanks to Affirm we are vacationing !!!,
Cmak1973,FALSE,4/7/2021 17:44,"Best buying app EVER. Without a doubt, started off small with their credit and within about 3 months my credit with them has shot in and I’m extremely happy about it. Why need a credit card when I have affirm? 😅🙏🏽",5,Best buying app ever,
Akhan0412,FALSE,2/13/2021 9:47,This is by far one of the best purchase option I have ever experienced in my life! A new way to purchase almost anything from your selected stores from the app. The CEO and founder of this company is a Genius! Say Bye bye to credit cards and compounding interest.,5,Absolutely amazing!!!,
Doc Shay,FALSE,10/1/2020 10:07,I’m grateful this app has allowed me to make many purchases I would of not been able otherwise. I’ve always payed off early but they have always given me great options with excellent rates in some cases even at zero %.,5,Using app,
Unbalanced opponent match up,FALSE,12/6/2020 18:36,They say no late fees which is correct but I made 3 payments 2 days late because my employer shut down for 2 weeks because of coronavirus so I didn’t get a check on time and even though I’ve spent over $5000 with them and paid everything on time which I only owe $1100 left and made 3 payments 2 days late they won’t give me credit now. Great way to treat people during a pandemic. Do not use this company unless you like being screwed,1,Affirm is a high cost B/S service,
Cooltjc00,FALSE,3/19/2020 3:05,"Not gonna lie, this is better than a credit card, since it doesn’t affect my credit score and I have the money for the stuff I’d just rather pay monthly payments so I’m not spending all of my
Money is pretty convenient and I like it",5,👍🏻,
David Steckler,FALSE,7/8/2020 16:01,I have never had a better experience in my life until I met Affirm! But since reviewing my credit Bureau I noticed 3 loans stating I was 30 days past due! My identity was stolen and I had auto pay set up on my accounts due to coronavirus! And being stuck in Quebec Canada for 7 weeks; which I could not conduct any Financial Transactions. I have a rapid payment on past loans! I am giving a one star because I can’t believe y’all took auto pay in April on one loan but on the others y’all didn’t!,1,SEABISCUIT,
nmc0412,FALSE,3/8/2020 1:55,Quick approvals and even if they say they won’t approve you some companies will as I have had going on 6 loans with them in which they report to experian... helping my credit tremendously,5,Wish I could give it 10 stars,
Metri531,FALSE,1/28/2020 12:31,"Great app to have when you’re in a pinch and need the help just to get you over in the right now. Quick and Ez to apply, rates can be a bit much but pay it off ASAP so you can keep repayments lower. Plenty of payment options.",5,Thank you,
Mary Artemis,FALSE,1/11/2020 13:51,I appreciate the latitude and freedom to buy special things in a special way and pay off in an immediate process!  Not a credit card that you continually rack up—affirm gives you a way to afford and obtain your own decided treasures confidently,5,Good way to spend,
Murrbeth22,FALSE,12/29/2019 20:31,"I am blown away by how easy affirm is. I have used this company for small personal loans several times now, and it has always been a pleasant experience. I especially love how they do not penalize you for paying off the load early. That is such a blessing.",5,Amazing,
Tinker286,FALSE,12/5/2019 13:09,Thanks affirm for making my life easier!! Your payment plans makes living on my income  so easy!! The process only takes minutes to approve..  so don’t hesitate and see if you qualify for easy payments on the things YOU want..,5,Affirm does it easy,
NFS2469,FALSE,10/25/2019 14:16,Thanks for giving me the chance for using you’re service I will be using it again and I’ll recommend to my friends I was 3 days late for my last payment and you guys waited till I got paid today thank y’all very much 🥰,5,Best loan company ever,
Dodiebean,FALSE,10/3/2019 22:46,"Affirm makes it so easy to qualify, make purchases, check your acct. status, make a payment, all aspects of buying on credit through all your favorite merchants.  The folks at affirm have really come up with a great idea and have executed it perfectly!",5,The Best!!!,
Diamondgyrl84,FALSE,8/7/2019 23:07,"I have to say I was skeptical at first. However after needing to book 3 Roy trip tickets last minute for a funeral Affirm, made it possible. Definitely would recommend for emergencies, or last minute trips!",5,Easier than I thought,
2xlg washer cust,FALSE,6/11/2019 1:34,I sign on and it shows 3 upcoming but when I click to view all loans it shows refreshing and doesn’t ever bring up any information,5,The new updated app is hard to use and doesn’t work all the time,
allan_98,FALSE,7/20/2019 17:57,"Hi there I recently downloaded this app and want to try it out but I’m having an issue or getting an error connecting to bank ? I already updated the apps but still receiving the same issue. Is there anything I can to fix it, and my current bank holder is Wells Fargo .",4,Connecting Problem,
CCplayerSept2016,FALSE,6/23/2019 1:15,"I’ve paid more than the minimum for the last several months....and I’ve paid early....somehow my next payment is in August?  Once mid period, I sent off money I thought would just be applied to the principal.  I’d also like to know how I’ll be notified when a payment is due...so far I haven’t received any notice, is that because I’m ahead??",3,Confusing,
BasedLifeStyle,FALSE,3/27/2019 2:38,"Very smooth app. Although for my purchase that typically does not have any financing done, it’ll work to make things easy 👌🏽 option of paying off loan each time in full, as a permanent option is awesome to avoid interest.",5,Smooth,
Varnadod,FALSE,4/12/2019 4:40,"I love Affirm as a whole, but the app JUST made an update, and I can’t select any of my options under “offers”. I’m sure it’s just a bug that’ll be fixed. Affirm is the best thing I’ve come across. I’ve been able to get 2 MacBooks, a few pairs of shoes, and some accessories. Mattress next! Thanks for all you do.",4,Would be 5 stars,
shoptilidrop2019,FALSE,3/21/2019 14:12,"It’s a safe, easy way to make online purchases. I’ve been using affirm for a couple years now. It gives you more spending power, especially for big purchases.",5,"Fast, convenient way to pay online!",
Skiwisgaar666666666666,FALSE,1/9/2019 20:17,"Gotta love a company that doesn’t hide any fees, is honest about your totals, and actually gives a little bit of leeway in terms of paying them back on exact due dates. I’ve used them to fund a few gear purchases and as long as I can afford it I’ll use them",5,No BS,
mich5778433,FALSE,2/26/2019 23:07,I had a great experience with them at first. I used them frequently then it all went to hell when my credit score dropped for student loans. After repairing my credit affirm did little to reactivate my account. They do not look at clientele that pays consistently and has been on time for all payments versus what the credit reports are saying. For that they have lost me as a loyal client. Goodbye affirm it was fun.,2,Amazing app at first then went to S*%t,
1review4:),FALSE,12/31/2018 22:20,Always available 24-7 in a pinch or general use. Good customer service. Make sure you use your credit wisely. It is easy to get in over your head. Simple rule pay off what you borrow in a timely manner to avoid the interest.,5,Great Program,
SchochJohn,FALSE,11/22/2018 23:17,This company is honest and I loved that they covered 1300$ on a 2000$ item. I was also able to get Affirm to give me 2 loans on top my current loan. Only had to pay the rest which made it so much easier for me. I will be an affirm customer for a very long time. Thank you Affirm!,5,Affirm A+,
mim1.0,FALSE,10/20/2018 20:54,"I discovered Affirm via a shop that offered it. I curiously placed the order through Affirm and have been hooked ever since!! I can choose the loan interest and payment months, this has easily replaced by credit card usage. Obsessed!",5,So convenient!,
Scooter elements,FALSE,9/29/2018 13:09,Love affirm. Great way to get the things you need without having the money to get them now. Have used affirm several times to buy a brand new scooter to get back and forth from work. And other stuff. Perfect terms. Easy app to use. No hidden fees.,5,Great all great way to get help,
RAngel95,FALSE,8/28/2018 10:04,"App is straight forward and is very user friendly. You don’t have to guess about the amount you owe, it’s right in front of you-no guessing required. I enjoy using Affirm to stretch my payments over time and I love the virtual credit card. Good App and company!",5,Satisfied Customer,
Deanna Hudmon,FALSE,8/7/2018 12:12,"Affirm is soooooo easy to use, make payments, and keep up with your balance. They even show you how much interest you’ll save if you pay off now. Plus they don’t mind if you pay off early. I’m on my 5th or 6th loan from Affirm. Highly recommend them",5,Superb,
jofey04,FALSE,6/28/2018 21:16,"Simple app but quick, easy to navigate, and no hassle for making payments, viewing previous and upcoming payments, setting up auto pay, and checking eligibility for other loans.",5,"Quick, easy, no hassle",
debraecm,FALSE,6/26/2018 20:16,This app makes the entire loan process from start to finish a piece of cake. Everything you need is right at your fingertips. I also appreciate the cleanliness of the app and by that I  mean NO ads. I highly recommend this app.,5,Extremely user friendly app,
King Of All The Blues,FALSE,6/12/2018 1:23,I’ve used affirm for many loans and they are always willing to help out with many purchases. In fact yo you can have many loans at once with low monthly payments.  I ready appreciate all they have help led with. Keep up the great customer service. AWESOME,5,Great company and personal assistance,
huggsz,FALSE,6/1/2018 23:47,I make a purchase choose the amount I can afford from the options and I get a reminder on my phone when the payment is due. It couldn’t be any easier.,5,The best thing that has happened credit wise,
katers05,FALSE,5/14/2018 15:47,This is such a great app!!  Perfect for people who don’t have the best credit and want to purchase items without having to use a credit card!  Payment plans are affordable and the interest isn’t too high either!!  I will always use affirm!!,5,Love Affirm,
kristalynn222,FALSE,5/10/2018 21:24,I absolutely love how convenient and quick Affirm is! I was approved instantly and was able to make my purchase within minutes and always get reminders about my payment nearing due date so i don’t forget! Very easy to work with!,5,Amazing!!,
Fargomargo,FALSE,5/28/2021 19:19,Affirm helped me to be able to shop for what I wanted and make monthly payments on that was affordable...having Affirm was extremely important to me because I was able to still pay the rest of my bills on time.,5,Helpful!!,
andrewaqu,FALSE,1/18/2018 21:40,"Not a fan, they approved me for a small loan at one store and then the store cancelled the order due to a problem with the part. I tried going to another store and now affirm declines me for any new loan request.  Doesn’t make sense that they would approve me at the first store but not the second (essentially for the same item just different stores), for a similarly priced item. I will just pay cash for the item then, thanks but no thanks.",2,Not so sure,"{'id': 3274719, 'body': 'We are sorry you are having this experience. Please reach out to us directly at help@affirm.com so we can answer any questions you have.', 'modified': '2018-04-26T20:34:53Z'}"
T. Woodward,FALSE,5/19/2021 18:44,"Affirm is easy, quick and convenient for online purchases. The App is intuitive with easy to use options for payment.",5,Better Than a Credit Card Online!,
troubled often,FALSE,3/20/2021 5:38,Affirm has helped me a lot getting things I need or when funds are not there. I would recommend this app to anyone who needs a little something when times are hard for them.,5,Thank you,
Steven#99,FALSE,3/10/2021 23:21,What a great way to pay for all types of goods and products with a simple monthly payment. The affirm web site is easy to manage and provides excellent customer service feedback and options for payments,5,Affirm,
Darth Cerium,FALSE,8/1/2020 17:07,"You guys are awesome! Really helped me out when I was in need and my credit wasn’t that great. Mistakes were made in my ever-so-filled with wisdom 20’s; also, situations when no fault of your own. I find those 3-month 0% APR offers excellent.",5,Even during dark days...,
Abbassaka,FALSE,7/22/2020 11:26,I am always happy that Mercedes Benz was always do an excellent job fixing my car. And to tandem with Affirm amazing! Thanks a million that you let me make my car get fixed then pay it installments. And a big thanks to my service representative Dave of Mercedes Benz of Tampa. Always Five Star!,5,Mercedes Benz of Tampa and Affirm Excellent!,
Deedan922,FALSE,3/7/2020 1:49,This is a very easy app to use. Interest can be a little high but if you do the 3 month option it’s a very affordable way to go. Great way to get something done without having to use a credit card. Perfect for Poshmark.,5,Easy Breezy,
Joejoecapone,FALSE,2/20/2020 23:00,"I mean, my bills are budgeted and I take care of my household. I made an important purchase recently but before I was sad I couldn’t afford it. Affirm made the dream come true. I don’t mind the payments. Just didn’t have 1,500 at the time. Thanks Affirm for trusting people.",5,Made my life easy,
MsMrak,FALSE,2/3/2020 15:53,I absolutely love affirm. I was able to book my airline tickets using affirm to do a book now pay later option. Customer service has been amazing! I will recommend it to my friends and family.,5,Amazing,
Simsk8er,FALSE,1/3/2020 19:49,"What a life saver.  I have bad credit and I got approved it allowed my family to go on vacation and now it’s helped us buy a couple

Ore things we wouldn’t have been able to.  No strings attached and you can lay off early no penalties.",5,Best loan service I’ve used,
So fun!!!!!!!!!!!!!!!!!!!,FALSE,12/30/2019 20:17,Affirm is a great way to purchase on line and has a great variety and selection when it comes to choosing a variety of products. Thanks affirm for making a selection quick and easy when shopping.,5,Affirm,
488 one,FALSE,12/28/2019 17:17,Way better than having a credit card imo. You know what your final bill is gonna be. Easy low payments. Can pay off early to avoid interest. The staff is incredibly friendly. I absolutely love this app!,5,Great and Easy app to use.,
Gator_Johnson,FALSE,11/7/2019 0:01,"Affirm is one of the best credit options to purchase merchandise! You’ll know right up front what your interest will be and pay it off early and save with no penalties. I’ve used Affirm on more than a few occasions and I love it! Thank you Affirm! 
How can I buy Affirm stock?",5,Awesome!,
TracyShore,FALSE,9/12/2019 19:20,Easy to find my balance. I set up auto pay but have been paying ahead of time to lower interest. Not good credit. They are really helping my credit. Definitely recommend them.,5,Easy to use,
Zsolt97,FALSE,5/4/2019 15:15,"Didn’t think I needed a company like this, but makes purchases easy and payments easier. Can get something and break it up into payments! No penalties for paying off the balance and super easy to use app that is streamlined and great looking.",5,"So Easy, So Great",
yayo10987654321,FALSE,6/15/2019 6:45,"Super straight forward friendly user app! Connect to your bank checking or add debit, however you wanna do it it's up to you. Accurate live updates about orders, only missing some sort of live chat or customer service. I love Affirm's concept and the app is great. Would definitely recommend",4,Love Affirm cause it's Firm!,
Watzon97,FALSE,2/23/2019 19:16,"This app is everything that you would expect, you can used the mini loan credit card feature or you can pay/check your bills. Simple and easy to use as always.",5,Full Featured,
FIETSAM,FALSE,2/4/2019 18:14,"I was a bit skeptical but their interest rates are quite low, considering what’s out there and I’m not a big fan of taking out loans but this is definitely worth checking into- it’s cheaper than a regular credit card to be honest",5,Not to Shabby,
hncvasquez99,FALSE,1/25/2019 15:44,"It’s been a month now and I still haven’t received my refund for an item I returned. I’ve been told three times now that I will be refunded on a certain date, which have now come and gone, and I still have not gotten my money.",5,Refund,
Annjealousy,FALSE,1/20/2019 6:40,"Your prequalified amount is immediately available, loan interest and payment dates are always transparent, and I’ve never had any problems! No change in my credit score, and the money is ready immediately. I LOVE this app!",5,So easy,
darock74,FALSE,12/30/2018 21:20,"As long as you have good credit, it easy to get a loan and get it paid off with 3, 6 to 12 months options. I wish there’s a 24 month option for large purchases. At least over 1k.",5,Easy to use,
Nadine Reyna,FALSE,12/22/2018 3:27,"So easy to make payments! I love how they simplified everything. You can see what you owe, how much of that is from interest, what your interest rate is and so much more. I would definitely recommend and will definitely use again.",5,Simply great!,
Dnpearson,FALSE,10/22/2018 23:58,"Let’s face it, we don’t always have the money upfront for new purchases. With affirm, they offer a good experience giving you an opportunity to get what you need, at an affordable price. I will use them again in the future!",5,Easy to use!,
Jillie722,FALSE,10/20/2018 0:50,I have nothing but good things to say about affirm!! Fast approval and you can get a prior approval amount good for 7 days!! Easy peasy!! Oh and they report to all 3 credit bureaus!! And to get a approval is only a soft check so it doesn’t affect yours score!!!!,5,Great option to make a large purchase,
impressed KF,FALSE,10/17/2018 3:49,"Easy to create account, convenient at check out when purchasing - if all companies were like this consumers wouldn’t leave . I’m a busy professional who needs efficient processes to handle important personal stuff.  Great so far!",5,Pleasantly Surprised,
romswife23,FALSE,10/16/2018 16:24,I love how Affirm gives me the opportunity to purchase the things I want now and let me make affordable payments overtime. I love how I can make additional payments whenever I want to pay my balances off quickly. The app I super easy to use and very convenient.,5,Awesome,
SnT314,FALSE,9/21/2018 14:46,"I love Affirm, how it only takes a minute or less to be approved and use the app to buy things I need.  Making payments is also easy, done all on my phone in a few seconds.  The terms and interest rates are reasonable.",5,Super Easy and Fast to Use.,
Miene,FALSE,6/28/2018 16:44,"I love this app, and the ability to access a loan within seconds is great. I love the auto pay feature; and also the fact that each loan, balances; and upcoming payments are easily displayed.",5,Accessing a loan has never been easier,
Bda0012,FALSE,7/9/2018 18:52,"I was approved for about $1500 about 10-11 months ago.  I paid that loan off in time, no problems.  Now interested in another, I open up the app, to be forced into checking if I pre qualify, only to find out that, for some reason, I now don’t qualify for a single cent, and I have to now wait 30 days to check again.
Absolutely useless now, and I will be closing my account and deleting the app.",2,Useless after one loan.,
scdixon,FALSE,6/28/2018 2:28,"A straight forward, incredibly great, low cost finance provider.  I’ve now financed five 3 to 6 month deals using affirm and find this to be one of the best services in today’s financial environment. No hidden fees, no nonsense. Straight up value that’s simple and effective.  I find the cost to finance equally valuable.",5,Affirm financing,
PinkDiamondDonDiva,FALSE,6/3/2018 1:14,"I love Affirm! This is a great service to use and the app is easy to use. Applying for the loan didn’t effect my credit score, secure, and was easy to apply for. Making payments are super easy. This is a service I will definitely recommend to others.",5,Great App! Easy to use.,
Mooser09,FALSE,6/20/2018 19:12,"No frills and no mess. The app works and does its job well. I like Affirm as a company (never had any issues and customer service is outstanding) and the app reflects them well - no hassles. The ONLY reason I'm not giving 5-stars is the app doesn't have the capability to conduct split payments. Other than that, it's perfect.",4,Simple and it works,
Mc21Law,FALSE,5/22/2018 16:51,"My credit wasn't the best initially and got approved for a small amount initially but Affirm helped build my credit and now I have a credit approval of $4k.  I have furnished my home, purchased tickets to sporting events and Disney.  Will continue to use and recommend.",5,Best thing ever,
nychica13,FALSE,5/20/2018 2:23,"When I needed financial help and couldn’t afford to purchase an expensive piece for my car, I discovered Affirm and it truely took a load off my shoulders. Affirm is 100% trustworthy, easy to use, and there’s no sketchy catch. I recommend this to anyone.",5,Greatest thing I’ve discovered,
Maverick Duarte,FALSE,5/18/2018 3:48,"I highly suggest this app if you are financially responsible. Because of this app I was able to purchase a guitar I've always wanted that unexpectedly went on sale. I didn't have the money at the time, but because of this app it saved me about $275. ⭐️⭐️⭐️⭐️⭐️",5,Fast & Easy,
Azalea75,FALSE,5/11/2018 1:10,"I love the convenience of being able to use it in many different sites. Love the fact that I was able to split my balance over 6 months, at a great rate ! Thank you affirm can’t wait to use you again for my next purchase 👍🏻",5,Awesome,
Cards all the Way!,FALSE,5/5/2018 12:12,Very user friendly! Helps a ton when something happens and you really need some help cause you are not able to come up with a larger amount of money in a snap of your fingers! Affirm is there to help!!! I will work with them anytime!,5,Great to work with!,
Thereal50Tyson,FALSE,4/5/2021 15:39,It’s the way that I’ll shop from now on to make those big purchases that I would much rather make payments on. Get your Christmas/Holiday shopping done ahead of time without your wallet kicking you in the seat of your pants.,5,I love it!,
TransDragon,FALSE,3/16/2021 0:10,"I’ve used it to finance big items through Walmart like game consoles and some furniture. Haven’t used it with other sites but I love it. No credit check was actually needed, which I didn’t have a problem with but it helped.",5,Great app!,
Satinsmooth5,FALSE,3/7/2021 0:12,Can’t say enough about Affirm and how they have helped me own what I wanted that I couldn’t immediately afford out of pocket! Customer service was always very helpful also if I had any sort of problem. The BEST! Thank you Affirm!,5,The BEST WAY to finance what you want or need!!,
DPR&B,FALSE,2/6/2021 14:36,"I have been using Afirm for over a year now, and they have been a joy to work with.  Financing with Afirm is so simple and user friendly, that I will continue to use them.
Afirm is far better than a traditional credit card.
Kudos To Afirm and Thank You!!!!",5,Awesome Financing,
Msraeng,FALSE,1/27/2021 19:10,Easy to use! Extremely affordable payment options! This company has made it easy for my wife and myself to rebuild our credit when it seemed impossible before and we are grateful!,5,Godsend of a company,
wyldstang,FALSE,1/17/2021 20:32,I’ve had a couple of great experiences with Affirm. And decided to buy stock in them! The entire process is easy to use and customer service is extremely friendly!,5,So easy to use I bought stock in the company!,
xxxxxBLADExxxx,FALSE,12/23/2020 7:23,"I’ve been using affirm for over a year and a half now, it’s a great credit program and easy to use, easy to shop with online and easy to get qualified. I love it, payments are reasonable and so is the interest.",5,Great app easy credit,
TunnelPath,FALSE,12/5/2020 6:10,Like how I quickly prequalified for Affirm. Was able to buy the items I needed. App runs real smoothly and easy to understand. I can use Affirm on a bunch of merchants online and offline. This is definitely one of my top apps on my phone.,5,I love it!,
Javonyo,FALSE,5/9/2020 5:10,this app is the best way to start purchasing things outside of your current bank account ammount!! you’ll learn how to make on time payments and become a responsible buyer! i highly recommend this app,5,Start making payments!,
TechMahn,FALSE,11/8/2020 0:39,"This app, I don’t know yet, I was told I was approved but then that was cancelled. That’s not right at all, and I know it’s from the app gathering information because background refresh is off but thus thing is killing my battery, I’m so tired of companies farming private data and lying about it and pointing to some fine print bs they say was agreed to.",3,Was told I was approved but wasn’t,
Big k fan ,FALSE,3/30/2020 15:49,Someone who has some band blemishes in the past this helps out a lot. I want young and dumb in college and that hurt my credit score. Now I’m more financial stable and trying to build up my credit. 5 stars all all around!,5,Such a great and easy app,
johnjaviee,FALSE,3/18/2020 15:24,I use this for all my car related purchases. It helps so much when i dont have the money up front to fix my car. Use this app and i can get everything i need and pay later! Thank you Affirm!,5,Great app and company,
Mr.Scarecrow16,FALSE,3/13/2020 15:26,"So I’ve tried many times applying for credit cards, only to get declined every time. Well thanks to affirm I was able to make a big purchase, and pay it back in affordable payments. I highly recommend this app.",5,I love this app!!!,
Joker1725,FALSE,3/11/2020 8:16,So easy and fast to pay back. This app has got me out of a lot of issue. I will recommend this app to everyone. The customer service is great and works very fast. A must have app or service you will always need. Thank you,5,One of the best app ever.,
RedheadEliza,FALSE,2/12/2020 20:45,"I have been using Affirm since 2018. I mainly use it for StockX. Never had a problem with it, I always pay on time or even before my due date. Never got denied. It has help me buy things I want without having to save first. Thank you!!",5,I love Affirm,
Angel-ica,FALSE,1/2/2020 19:57,Affirm has made my life so much easier and better!  I love being able to order what I want and need and pay off in short amount of payments!! It’s the best thing and even better than a credit card!!,5,Affirm,
one5three,FALSE,12/15/2019 18:16,"I’ve used Affirm to buy thousands of dollars worth of items online. Many Merchants offer Affirm as a payment option, for those that don’t, Affirm will give you a 1-time use VISA for the amount you need. Excellent Financial Service!",5,Affirm- Highly Recommend!,
Knico22,FALSE,12/14/2019 15:50,Absolutely love Affirm. So easy and convenient. They are upfront and straight to the point on all fees. You can even save money if you pay off loan sooner. They are affiliated with so many companies in so many different outlets. Glad I found out about this.,5,Must have,
wont load anymore,FALSE,12/12/2019 4:37,"I love this app. Everything is easy to find and operate. No clutter, everything you need to manage your Affirm loans right in one easy to use app! I wish I could manage my auto, home, and personal loan through this app as well!",5,User Friendly,
annahammons,FALSE,10/22/2019 2:02,"This app really is kind of awesome. I can buy what I want, pay a partial payment, and return anything I don’t. I have time to think about it, with out having to be out all of the money, for things I may not want. It’s really easy.",5,What a time to be alive.,
dont bite,FALSE,11/1/2019 12:29,"Con - Never know what your limit is. You can be ready to check out and Affirm doesn’t give you enough to make your purchase so time is wasted...
Pro- . But other than that it’s good to be able to make monthly payments and have your items vs layaway where you can’t get your stuff until the balance is paid.",3,What is your limit?,
Caretaker22,FALSE,9/1/2019 21:13,The app and the method of payment could not be easier. I have bought several items with a firm and have never had a problem. Thank you for such a wonderful program.,5,The Best Way to Pay,
Zwafai,FALSE,7/18/2019 12:40,"This is a great app and am
So glad I stumbled upon it. I can now enjoy shopping and booking trips knowing I have time to pay it off instead of all
At once! I set it in auto pay and let it do the rest! Keep up the good job guys ♥️",5,Very helpful and handy,
bmac204,FALSE,8/26/2019 17:55,Set too high a cushion for the item I intended to purchase while trying to see how the app worked and when I went to purchase said item I wanted the price to be closer to the loan amount so I canceled the first transaction and had to leave the store and waste my time and store associates time because I have to wait for it to process 1-3 days. If I never used it I should be able to cancel and make a new transaction with ease if I’m already approved.,1,Waiting up to 3 days to use app,
Mr. Denali,FALSE,7/6/2019 15:34,"Awesome. With affirm they help u in more ways to get what you need at the time you need it. With there on-line card you can have spending power where you need it most. I have been dealing with them for 2 
years and they have always been there. 
Thank you AFFIRM!!!!!!!!!!",5,Mr. Denali,
Misswarren,FALSE,6/27/2019 9:04,I applied for Affirm and my interest rate was very low the total was given to me upfront it was about $50 more than what was loaned thank you Affirm. I was able to get some furniture for my new little condo.,5,Love it very straightforward low quality interest payment plan,
FreeFlow56,FALSE,6/20/2019 2:17,I had the pleasure of getting financed through Affirm several times. I have never been disappointed or regretted in my choice to use Affirm. I feel that their payment plan is more than fair. I would like to extend my deepest appreciation for business.,5,Awesome,
Choclodite,TRUE,6/7/2019 17:53,I used affirm once before and it was very smooth and convenient but if you change your phone number - it’s a complicated procedure to correct it. I do enjoy the service when it works.,5,Bad customer service,"{'id': 3858086, 'body': ""We're sorry to hear about your recent experience.Please feel free to contact us directly at help@affirm.com"", 'modified': '2018-06-15T17:42:56Z'}"
iPaidOnTime,FALSE,5/13/2019 5:25,"I have several loans from Affirm I always pay on time and/or I finished paying my loans before time, but now my credit is only &480? Why what did I do wrong if I pay always on time? I don’t understand what happens",5,Why they reduced my credit?,
NiaB.,FALSE,5/7/2019 0:38,I was trying to set up an account to pay and Affirm was trying to prequalify me and denied me because I didn’t fill out the right thing. I still can’t figure out how to pay. Difficult and confusing to navigate.,5,Confusing,
dust buckets,FALSE,3/5/2019 5:35,Affirm has been great to me and allowed me to make purchases I wouldn’t have been able to make otherwise. The app is simple and easy to use and makes for viewing balances and making payments quick and effortless.,5,Affirm-ative!,
Maustz,FALSE,2/26/2019 14:21,I’ve been using Affrim for over two years now and I have always gotten just what I need out of them. They have given me great relief purchasing items and paying for them over time! I highly recommend giving them a shot!,5,Great Loan Agency,
Me 72552828!,FALSE,2/19/2019 11:40,"If you’re like me who doesn’t mind taking out a small loan that you can EASILY pay off, then this is the app for you. It helps with the little things in life: flights, beds, etc.",5,Makes it so easy to pay and build credit!,
JohnnyHollywood,FALSE,2/16/2019 20:05,Affirm is solely to blame for my growing guitar and amp collection. They charge about as much as a credit card but the minimum payments are low so it’s easy to pay off your purchase early and then your done.,5,Quick and easy way to finance purchases!,
BeamerboysL6,FALSE,2/11/2019 4:42,Used it for years now. Never had a problem with purchasing anything. I’ve been large and small buys. Always the same great quality. Easy to buy and pay. Highly recommend.,5,Great program!!,
Tofubarbie,FALSE,2/5/2019 2:01,"It is so easy to buy something and you can make payments whenever you want, thus paying off the loan quicker!  No where can you borrow money so easily and making payments is even easier.  Thank you AFFIRM",5,Awesome way to buy things!,
Huckfinnn,FALSE,1/15/2019 11:47,"This app has come in handy, especially when times are a little tough. It allows you to buy something and stretch out the payments a bit and with no finance charges. 
A little breathing room goes a long way these days.",5,Great App,
sphinxman06,FALSE,12/18/2018 17:05,"To borrow an ole school saying, THIS IS THE BOMB!!!  I could go on and on about the goodness of Affirm but you would just have to try it to really see the benefits.  Go ahead, don’t be afraid, it works better than it looks.  Paid off several loans in weeks.  I am just scratching the surface there’s more.",5,Rev. Dr. Jackson,
Pyramiiid,FALSE,11/24/2018 18:43,I gave 5 stars because it is a simple way to get the things you want. For me it makes getting the streetwear I want at affordable rates per month until payed off. Which can happen as fast as you want within their timeframe.,5,Affirm Rating,
Deelo15,FALSE,10/26/2018 13:10,I truly love this app. I have made purchases that I would not have been able to make where it not for Affirm. I was even able to make a trip to Washington D.C. I’ve never had any trouble with it. I would recommend it to anyone!,5,Affirm is life changing,
Deannna A.,FALSE,10/28/2018 23:29,"There needs to be more options for banks, that are only in some states. I would also recommend that affair links up with perfume store I think you’ll really benefit from it. And stop giving people the option to prequalify and then telling them that can’t, like thanks for getting my hopes up and then I can’t even do it. Also have the option for your virtual card and don’t make it so hard to apply for one and where to find it at.",1,My rating,
Jayjay434,FALSE,10/23/2018 3:31,"I have paid off $5,000 in loans with Affirm and was/is never late or missed a payment.  Yet, now that I almost have the current loan paid they won’t even considering another loan for any amount? They say each loan is as if it is your first loan with them, and not at all based on payment history or standing with Affirm. Beware, you will be in good standing with them for a length of time then they will drop you like a bad habit.",2,Affirm not so good,
Anthonybaker0714,FALSE,10/12/2018 0:44,"I absolutely love affirm!!! I’m big into building race cars and without affirm and the option to pay as I go, I wouldn’t be able to get the quality parts I need and pay the small payment every month. Great app and a great service couldn’t be happier",5,Great!!,
