userName,review,title,rating,isEdited,date,developerResponse
Dricka91,"Every time I remove the tip before getting my advance, it’s somehow still taken out of my account! Very disappointed that Dave would prefer to steal from people who’s using their services because they need the help! I’ll be reporting this company as well! It’s impossible to remove the default tip, so I will no longer be using Dave! 

I clearly adjusted the tip amount to $0 before getting my advance and took a screenshot of what I had to pay back before completing the transaction. I can’t believe how this company is stealing from me! Check your accounts for every advance you’ve ever received and paid back to make sure they have stolen money from you too!",Keeps taking tip out of my account,1,FALSE,5/28/2021 11:39,
mar4peace,"They instantly sent me $100 after linking my local bank account debit card and verified that i get direct deposit to my local bank so that I can automatically pay them back.

I want to try switching my direct deposit to the Dave App bank account so that I can try to get the free $100 bonus they advertise. 

So far Dave has been a great help, allowing me to get $100 instantly to fix my car and pay for it a few days before I get paid and it was a very low fee, in fact it would have been no fee if i had been able to wait 3 days to get the cash from Dave but I needed it instantly (Dave advertised within 8 hours as “instantly “) and I actually received the $100 in my account within minutes not hours of being approved for the cash advance.

Thank you Dave App!!!😃 5 stars so far 🌟",Dave app is great,5,FALSE,3/31/2021 18:11,
a very happy banking partner,"The services that are offered by Dave are not so traditional in a great way!
I mean how many bank accounts have taken away overdraft fees and even advance you money against a paycheck you haven’t even received yet and all they ask is that you pay it back. I never have to carry cash because my debit card is accepted everywhere, but if I should need cash the ability to obtain it is as easy as going to an atm.
Thank you Dave, for fixing the way banking is done, and Evolve banking",Dave,5,FALSE,11/2/2020 17:17,
Adzez a lot,I love this app but only probably is I have a positive balance but the app states I’m negative and I tried too email too see how too update my bank balance n have not received a response and it been 4-5 days when I emailed asking how too update my bank balance.  It states I can get a loan but that is holding me up.  It will is quite frustrating when I can’t get a response. I tried logging out n logging in and no such luck.  And can’t find a solution on the app. If this is fixed I would give a 5 star.,Solution,4,FALSE,1/27/2021 3:03,
broke studenttttt,I work part time while also in school and sometimes I need extra cash to get gas and such until my next paycheck when don’t have the funds. Dave is great cause it’s like a credit card with no interest! It’s even better that Dave automatically withdraws what you owe them your next pay day so you can’t get behind on payments like you could on credit card. You can also tip Dave to donate to those in need of meals. Thanks for being awesome Dave!,A life saver,5,FALSE,2/17/2020 18:56,
Tiffany089,I love the app but my only issue is this it won’t let me borrow the money I need rather it gives me the option to borrow only up to 75$ and I need a little more than that sometimes! And I don’t mind tipping but then I also have to pay for it to be put in to my account the same day... I’d like to see if you guys could at least let me borrow the amount I need I’ll gladly tip if I could get the money I need... otherwise it is a great app for a little extra cash.,My review,5,FALSE,2/5/2020 18:00,
Hgabell,"This app was great for a couple weeks, then I was told they couldn’t receive my banking information and I should use a different account.  I only use one bank account for my direct deposit and had to cancel my subscription to Dave.  I did contact customer service but my problem was not resolved.

I was able to try again after a couple months and it worked.  I hope it keeps working since it’s a great tool!!",😢,5,TRUE,1/24/2020 17:22,"{'id': 11333891, 'body': ""Hey, thank you for letting us know! We'll check in with customer support and make sure they get back to you."", 'modified': '2019-10-18T17:05:05Z'}"
gaygayboytoy,I've been using the Dave App for quite some time now and it has always been loyal to me. My only problem now is that I see a lot of peoy saying they have to option to request $100 from the app when I've been waiting for as long as I've had the app for this to be available to me. I'm just curious as to why some people are already receiving this extended perk and I have yet to be able to request the $100 loan? Starting to sound fishy.,Avid Supporter of Dave App,5,FALSE,12/5/2019 15:34,
TeeLashay,"Customer service is one of the main things that makes any app or business a go to for me. The first two  times using this app were great. However, recently i wanted to advance money and realized i couldn’t because it says my bank did not show that i got paid twice last month. I check the app’s home screen as well as my bank which both show a direct deposit payment which i KNOW i received because who wouldn’t realize they got paid. Well i have sent two request to speak with customer support and after a whole 24hours still no one has reached out. Thanks for nothing at all. 🙄",Unhappy User,2,FALSE,1/11/2020 1:58,"{'id': 12860297, 'body': ""Oh no! 🙈We'll contact Customer Success and make sure they reach out to you!"", 'modified': '2020-01-11T21:30:12Z'}"
jeska0010,"To be honest, there’s a lot of features of Dave that I like The only thing is that sometimes it doesn’t get the correct amount of my bank account or it assumes I have to pay things I don’t so it doesn’t let you do much if it thinks you have bills even if you don’t. The developers should have a way to get a more accurate assumption of bills coming up cause it’s not helpful when it says I owe way more then I do and won’t give me a small advance. It’s works just not as well as it makes it seem though the description of the app.","It works , that’s what matters most but....",3,FALSE,1/10/2020 4:37,"{'id': 12893855, 'body': ""Thanks for the thoughtful feedback. We'll be sure to pass that along!"", 'modified': '2020-01-13T22:28:23Z'}"
