Case,Date,Sales Person,Activity
11314,1/22/2014,Bill,Contact
11314,1/27/2014,Bill,Contact
11314,1/29/2014,Bill,Contact
11314,1/30/2014,Bill,No Quote
11314,1/31/2014,Bill,Lose
11315,2/3/2014,Jane,Lead
11315,2/10/2014,Jane,Contact
11315,2/11/2014,Jane,Contact
11315,2/12/2014,Jane,Contact
11315,2/13/2014,Jane,No Quote
11315,2/14/2014,Jane,Lose
11316,2/17/2014,Bob,Lead
11316,2/18/2014,Bob,Contact
11316,2/19/2014,Bob,Contact
11316,2/20/2014,Bob,Contact
11316,2/27/2014,Bob,No Quote
11316,2/28/2014,Bob,Lose
11317,3/3/2014,Mary,Lead
11317,3/4/2014,Mary,Contact
11317,3/7/2014,Mary,Contact
11317,3/10/2014,Mary,Contact
11317,3/13/2014,Mary,No Quote
11317,3/14/2014,Mary,Lose
11318,3/17/2014,Bill,Lead
11318,3/18/2014,Bill,Contact
11318,3/19/2014,Bill,Contact
11318,3/20/2014,Bill,Contact
11318,3/21/2014,Bill,Contact
11318,3/24/2014,Bill,Contact
11318,3/25/2014,Bill,Contact
11318,3/26/2014,Bill,Contact
11318,3/27/2014,Bill,No Quote
11318,3/28/2014,Bill,Lose
11319,3/31/2014,Jane,Lead
11319,4/1/2014,Jane,Contact
11319,4/3/2014,Jane,Contact
11319,4/4/2014,Jane,Contact
11319,4/7/2014,Jane,Contact
11319,4/10/2014,Jane,No Quote
11319,4/11/2014,Jane,Lose
11320,4/14/2014,Bob,Lead
11320,4/15/2014,Bob,Contact
11320,4/16/2014,Bob,Contact
11320,4/17/2014,Bob,Contact
11320,4/18/2014,Bob,Contact
11320,4/21/2014,Bob,Contact
11320,4/22/2014,Bob,Contact
11320,4/24/2014,Bob,No Quote
11320,4/25/2014,Bob,Lose
11321,4/28/2014,Mary,Lead
11321,4/30/2014,Mary,Contact
11321,5/1/2014,Mary,Contact
11321,5/5/2014,Mary,Contact
11321,5/6/2014,Mary,Contact
11321,5/7/2014,Mary,Contact
11321,5/8/2014,Mary,Quote
11321,5/9/2014,Mary,Lose
11322,5/12/2014,Bill,Lead
11322,5/13/2014,Bill,Contact
11322,5/14/2014,Bill,Contact
11322,5/15/2014,Bill,Contact
11322,5/16/2014,Bill,Contact
11322,5/20/2014,Bill,Contact
11322,5/21/2014,Bill,Contact
11322,5/22/2014,Bill,No Quote
11322,5/23/2014,Bill,Lose
11323,5/26/2014,Jane,Lead
11323,5/28/2014,Jane,Contact
11323,5/29/2014,Jane,Contact
11323,6/2/2014,Jane,Contact
11323,6/4/2014,Jane,Contact
11323,6/5/2014,Jane,No Quote
11323,6/6/2014,Jane,Lose
11324,6/9/2014,Bob,Lead
11324,6/10/2014,Bob,Contact
11324,6/11/2014,Bob,Contact
11324,6/16/2014,Bob,Contact
11324,6/17/2014,Bob,Contact
11324,6/18/2014,Bob,Contact
11324,6/19/2014,Bob,Quote
11324,6/20/2014,Bob,Win
11325,6/23/2014,Mary,Lead
11325,6/30/2014,Mary,Contact
11325,7/1/2014,Mary,Contact
11325,7/2/2014,Mary,Contact
11325,7/3/2014,Mary,No Quote
11325,7/4/2014,Mary,Lose
11326,7/7/2014,Bill,Lead
11326,7/8/2014,Bill,Contact
11326,7/14/2014,Bill,Contact
11326,7/16/2014,Bill,Contact
11326,7/17/2014,Bill,No Quote
11326,7/18/2014,Bill,Lose
11327,7/21/2014,Jane,Lead
11327,7/22/2014,Jane,Contact
11327,7/30/2014,Jane,Contact
11327,7/31/2014,Jane,No Quote
11327,8/1/2014,Jane,Lose
11328,8/4/2014,Bob,Lead
11328,8/7/2014,Bob,Contact
11328,8/8/2014,Bob,Contact
11328,8/11/2014,Bob,Contact
11328,8/13/2014,Bob,Contact
11328,8/14/2014,Bob,No Quote
11328,8/15/2014,Bob,Lose
11329,8/18/2014,Mary,Lead
11329,8/19/2014,Mary,Contact
11329,8/20/2014,Mary,Contact
11329,8/22/2014,Mary,Contact
11329,8/25/2014,Mary,Contact
11329,8/27/2014,Mary,Contact
11329,8/28/2014,Mary,Quote
11329,8/29/2014,Mary,Lose
11330,9/1/2014,Bill,Lead
11330,9/2/2014,Bill,Contact
11330,9/3/2014,Bill,Contact
11330,9/5/2014,Bill,Contact
11330,9/8/2014,Bill,Contact
11330,9/10/2014,Bill,Contact
11330,9/11/2014,Bill,No Quote
11330,9/12/2014,Bill,Lose
11331,9/15/2014,Jane,Lead
11331,9/17/2014,Jane,Contact
11331,9/24/2014,Jane,Contact
11331,9/25/2014,Jane,No Quote
11331,9/26/2014,Jane,Lose
11332,9/29/2014,Bob,Lead
11332,10/2/2014,Bob,Contact
11332,10/6/2014,Bob,Contact
11332,10/9/2014,Bob,No Quote
11332,10/10/2014,Bob,Lose
11333,10/13/2014,Mary,Lead
11333,10/14/2014,Mary,Contact
11333,10/15/2014,Mary,Contact
11333,10/17/2014,Mary,Contact
11333,10/22/2014,Mary,Contact
11333,10/23/2014,Mary,No Quote
11333,10/24/2014,Mary,Lose
11334,10/27/2014,Bill,Lead
11334,10/29/2014,Bill,Contact
11334,10/31/2014,Bill,Contact
11334,11/5/2014,Bill,Contact
11334,11/6/2014,Bill,No Quote
11334,11/7/2014,Bill,Lose
11335,11/10/2014,Jane,Lead
11335,11/11/2014,Jane,Contact
11335,11/13/2014,Jane,Contact
11335,11/14/2014,Jane,Contact
11335,11/19/2014,Jane,Contact
11335,11/20/2014,Jane,No Quote
11335,11/21/2014,Jane,Lose
11336,11/24/2014,Bob,Lead
11336,11/25/2014,Bob,Contact
11336,11/27/2014,Bob,Contact
11336,12/1/2014,Bob,Contact
11336,12/2/2014,Bob,Contact
11336,12/4/2014,Bob,No Quote
11336,12/5/2014,Bob,Lose
11337,12/8/2014,Mary,Lead
11337,12/9/2014,Mary,Contact
11337,12/10/2014,Mary,Contact
11337,12/16/2014,Mary,Contact
11337,12/17/2014,Mary,Contact
11337,12/18/2014,Mary,Quote
11337,12/19/2014,Mary,Win
11338,12/22/2014,Bill,Lead
11338,12/23/2014,Bill,Contact
11338,12/29/2014,Bill,Contact
11338,12/30/2014,Bill,Contact
11338,1/1/2015,Bill,No Quote
11338,1/2/2015,Bill,Lose
11339,1/5/2015,Jane,Lead
11339,1/7/2015,Jane,Contact
11339,1/12/2015,Jane,Contact
11339,1/15/2015,Jane,No Quote
11339,1/16/2015,Jane,Lose
11340,1/19/2015,Bob,Lead
11340,1/20/2015,Bob,Contact
11340,1/21/2015,Bob,Contact
11340,1/26/2015,Bob,Contact
11340,1/29/2015,Bob,No Quote
11340,1/30/2015,Bob,Lose
11341,2/2/2015,Mary,Lead
11341,2/4/2015,Mary,Contact
11341,2/5/2015,Mary,Contact
11341,2/11/2015,Mary,Contact
11341,2/12/2015,Mary,No Quote
11341,2/13/2015,Mary,Lose
11342,2/16/2015,Bill,Lead
11342,2/19/2015,Bill,Contact
11342,2/23/2015,Bill,Contact
11342,2/24/2015,Bill,Contact
11342,2/26/2015,Bill,No Quote
11342,2/27/2015,Bill,Lose
11343,3/2/2015,Jane,Lead
11343,3/5/2015,Jane,Contact
11343,3/9/2015,Jane,Contact
11343,3/10/2015,Jane,Contact
11343,3/12/2015,Jane,No Quote
11343,3/13/2015,Jane,Lose
11344,3/16/2015,Bob,Lead
11344,3/19/2015,Bob,Contact
11344,3/20/2015,Bob,Contact
11344,3/24/2015,Bob,Contact
11344,3/25/2015,Bob,Contact
11344,3/26/2015,Bob,No Quote
11344,3/27/2015,Bob,Lose
11345,3/30/2015,Mary,Lead
11345,3/31/2015,Mary,Contact
11345,4/1/2015,Mary,Contact
11345,4/3/2015,Mary,Contact
11345,4/7/2015,Mary,Contact
11345,4/8/2015,Mary,Contact
11345,4/9/2015,Mary,No Quote
11345,4/10/2015,Mary,Lose
11346,4/13/2015,Bill,Lead
11346,4/15/2015,Bill,Contact
11346,4/16/2015,Bill,Contact
11346,4/20/2015,Bill,Contact
11346,4/22/2015,Bill,Contact
11346,4/23/2015,Bill,No Quote
11346,4/24/2015,Bill,Lose
11347,4/27/2015,Jane,Lead
11347,4/28/2015,Jane,Contact
11347,4/30/2015,Jane,Contact
11347,5/6/2015,Jane,Contact
11347,5/7/2015,Jane,No Quote
11347,5/8/2015,Jane,Lose
11348,5/11/2015,Bob,Lead
11348,5/15/2015,Bob,Contact
11348,5/18/2015,Bob,Contact
11348,5/19/2015,Bob,Contact
11348,5/20/2015,Bob,Contact
11348,5/21/2015,Bob,No Quote
11348,5/22/2015,Bob,Lose
11349,5/25/2015,Mary,Lead
11349,5/26/2015,Mary,Contact
11349,5/28/2015,Mary,Contact
11349,6/1/2015,Mary,Contact
11349,6/4/2015,Mary,No Quote
11349,6/5/2015,Mary,Lose
11350,6/8/2015,Bill,Lead
11350,6/10/2015,Bill,Contact
11350,6/12/2015,Bill,Contact
11350,6/15/2015,Bill,Contact
11350,6/17/2015,Bill,Contact
11350,6/18/2015,Bill,No Quote
11350,6/19/2015,Bill,Lose
11351,6/22/2015,Jane,Lead
11351,6/25/2015,Jane,Contact
11351,6/26/2015,Jane,Contact
11351,6/30/2015,Jane,Contact
11351,7/1/2015,Jane,Contact
11351,7/2/2015,Jane,No Quote
11351,7/3/2015,Jane,Lose
11352,7/6/2015,Bob,Lead
11352,7/8/2015,Bob,Contact
11352,7/10/2015,Bob,Contact
11352,7/13/2015,Bob,Contact
11352,7/14/2015,Bob,Contact
11352,7/15/2015,Bob,Contact
11352,7/16/2015,Bob,No Quote
11352,7/17/2015,Bob,Lose
11353,7/20/2015,Mary,Lead
11353,7/21/2015,Mary,Contact
11353,7/22/2015,Mary,Contact
11353,7/28/2015,Mary,Contact
11353,7/30/2015,Mary,No Quote
11353,7/31/2015,Mary,Lose
11354,8/3/2015,Bill,Lead
11354,8/4/2015,Bill,Contact
11354,8/5/2015,Bill,Contact
11354,8/10/2015,Bill,Contact
11354,8/11/2015,Bill,Contact
11354,8/12/2015,Bill,Contact
11354,8/13/2015,Bill,No Quote
11354,8/14/2015,Bill,Lose
11355,8/17/2015,Jane,Lead
11355,8/18/2015,Jane,Contact
11355,8/20/2015,Jane,Contact
11355,8/21/2015,Jane,Contact
11355,8/25/2015,Jane,Contact
11355,8/26/2015,Jane,Contact
11355,8/27/2015,Jane,No Quote
11355,8/28/2015,Jane,Lose
11356,8/31/2015,Bob,Lead
11356,9/1/2015,Bob,Contact
11356,9/2/2015,Bob,Contact
11356,9/3/2015,Bob,Contact
11356,9/8/2015,Bob,Contact
11356,9/9/2015,Bob,Contact
11356,9/10/2015,Bob,Quote
11356,9/11/2015,Bob,Win
11357,9/14/2015,Mary,Lead
11357,9/15/2015,Mary,Contact
11357,9/17/2015,Mary,Contact
11357,9/18/2015,Mary,Contact
11357,9/21/2015,Mary,Contact
11357,9/22/2015,Mary,Contact
11357,9/23/2015,Mary,Contact
11357,9/24/2015,Mary,Quote
11357,9/25/2015,Mary,Win
11358,9/28/2015,Bill,Lead
11358,10/2/2015,Bill,Contact
11358,10/8/2015,Bill,No Quote
11358,10/9/2015,Bill,Lose
11359,10/12/2015,Jane,Lead
11359,10/15/2015,Jane,Contact
11359,10/16/2015,Jane,Contact
11359,10/19/2015,Jane,Contact
11359,10/20/2015,Jane,Contact
11359,10/22/2015,Jane,No Quote
11359,10/23/2015,Jane,Lose
11360,10/26/2015,Bob,Lead
11360,10/27/2015,Bob,Contact
11360,10/28/2015,Bob,Contact
11360,10/29/2015,Bob,Contact
11360,11/2/2015,Bob,Contact
11360,11/4/2015,Bob,Contact
11360,11/5/2015,Bob,Quote
11360,11/6/2015,Bob,Win
11361,11/9/2015,Mary,Lead
11361,11/10/2015,Mary,Contact
11361,11/12/2015,Mary,Contact
11361,11/16/2015,Mary,Contact
11361,11/19/2015,Mary,Quote
11361,11/20/2015,Mary,Win
11362,11/23/2015,Bill,Lead
11362,11/24/2015,Bill,Contact
11362,11/25/2015,Bill,Contact
11362,11/26/2015,Bill,Contact
11362,11/27/2015,Bill,Contact
11362,12/1/2015,Bill,Contact
11362,12/3/2015,Bill,No Quote
11362,12/4/2015,Bill,Lose
11363,12/7/2015,Jane,Lead
11363,12/8/2015,Jane,Contact
11363,12/11/2015,Jane,Contact
11363,12/14/2015,Jane,Contact
11363,12/16/2015,Jane,Contact
11363,12/17/2015,Jane,No Quote
11363,12/18/2015,Jane,Lose
11364,12/21/2015,Bob,Lead
11364,12/23/2015,Bob,Contact
11364,12/25/2015,Bob,Contact
11364,12/29/2015,Bob,Contact
11364,12/31/2015,Bob,No Quote
11364,1/1/2016,Bob,Lose
11365,1/4/2016,Mary,Lead
11365,1/5/2016,Mary,Contact
11365,1/7/2016,Mary,Contact
11365,1/12/2016,Mary,Contact
11365,1/13/2016,Mary,Contact
11365,1/14/2016,Mary,Quote
11365,1/15/2016,Mary,Win
11366,1/18/2016,Bill,Lead
11366,1/22/2016,Bill,Contact
11366,1/28/2016,Bill,No Quote
11366,1/29/2016,Bill,Lose
11367,2/1/2016,Jane,Lead
11367,2/2/2016,Jane,Contact
11367,2/3/2016,Jane,Contact
11367,2/4/2016,Jane,Contact
11367,2/9/2016,Jane,Contact
11367,2/10/2016,Jane,Contact
11367,2/11/2016,Jane,Quote
11367,2/12/2016,Jane,Lose
11368,2/15/2016,Bob,Lead
11368,2/17/2016,Bob,Contact
11368,2/19/2016,Bob,Contact
11368,2/24/2016,Bob,Contact
11368,2/25/2016,Bob,No Quote
11368,2/26/2016,Bob,Lose
11369,2/29/2016,Mary,Lead
11369,3/1/2016,Mary,Contact
11369,3/2/2016,Mary,Contact
11369,3/8/2016,Mary,Contact
11369,3/10/2016,Mary,Quote
11369,3/11/2016,Mary,Win
11370,3/14/2016,Bill,Lead
11370,3/15/2016,Bill,Contact
11370,3/16/2016,Bill,Contact
11370,3/17/2016,Bill,Contact
11370,3/21/2016,Bill,Contact
11370,3/23/2016,Bill,Contact
11370,3/24/2016,Bill,No Quote
11370,3/25/2016,Bill,Lose
11371,3/28/2016,Jane,Lead
11371,3/29/2016,Jane,Contact
11371,3/30/2016,Jane,Contact
11371,3/31/2016,Jane,Contact
11371,4/1/2016,Jane,Contact
11371,4/5/2016,Jane,Contact
11371,4/6/2016,Jane,Contact
11371,4/7/2016,Jane,No Quote
11371,4/8/2016,Jane,Lose
11372,4/11/2016,Bob,Lead
11372,4/13/2016,Bob,Contact
11372,4/19/2016,Bob,Contact
11372,4/21/2016,Bob,No Quote
11372,4/22/2016,Bob,Lose
11373,4/25/2016,Mary,Lead
11373,4/27/2016,Mary,Contact
11373,4/29/2016,Mary,Contact
11373,5/5/2016,Mary,No Quote
11373,5/6/2016,Mary,Lose
11374,5/9/2016,Bill,Lead
11374,5/11/2016,Bill,Contact
11374,5/16/2016,Bill,Contact
11374,5/17/2016,Bill,Contact
11374,5/19/2016,Bill,No Quote
11374,5/20/2016,Bill,Lose
11375,5/23/2016,Jane,Lead
11375,5/24/2016,Jane,Contact
11375,5/26/2016,Jane,Contact
11375,5/27/2016,Jane,Contact
11375,5/31/2016,Jane,Contact
11375,6/1/2016,Jane,Contact
11375,6/2/2016,Jane,No Quote
11375,6/3/2016,Jane,Lose
11376,6/6/2016,Bob,Lead
11376,6/7/2016,Bob,Contact
11376,6/9/2016,Bob,Contact
11376,6/14/2016,Bob,Contact
11376,6/16/2016,Bob,No Quote
11376,6/17/2016,Bob,Lose
11377,6/20/2016,Mary,Lead
11377,6/21/2016,Mary,Contact
11377,6/22/2016,Mary,Contact
11377,6/24/2016,Mary,Contact
11377,6/29/2016,Mary,Contact
11377,6/30/2016,Mary,No Quote
11377,7/1/2016,Mary,Lose
11378,7/4/2016,Bill,Lead
11378,7/11/2016,Bill,Contact
11378,7/13/2016,Bill,Contact
11378,7/14/2016,Bill,No Quote
11378,7/15/2016,Bill,Lose
11379,7/18/2016,Jane,Lead
11379,7/21/2016,Jane,Contact
11379,7/22/2016,Jane,Contact
11379,7/25/2016,Jane,Contact
11379,7/27/2016,Jane,Contact
11379,7/28/2016,Jane,No Quote
11379,7/29/2016,Jane,Lose
11380,8/1/2016,Bob,Lead
11380,8/5/2016,Bob,Contact
11380,8/9/2016,Bob,Contact
11380,8/10/2016,Bob,Contact
11380,8/11/2016,Bob,No Quote
11380,8/12/2016,Bob,Lose
11381,8/15/2016,Mary,Lead
11381,8/16/2016,Mary,Contact
11381,8/17/2016,Mary,Contact
11381,8/18/2016,Mary,Contact
11381,8/23/2016,Mary,Contact
11381,8/24/2016,Mary,Contact
11381,8/25/2016,Mary,Quote
11381,8/26/2016,Mary,Win
11382,8/29/2016,Bill,Lead
11382,8/30/2016,Bill,Contact
11382,9/5/2016,Bill,Contact
11382,9/8/2016,Bill,No Quote
11382,9/9/2016,Bill,Lose
11383,9/12/2016,Jane,Lead
11383,9/15/2016,Jane,Contact
11383,9/16/2016,Jane,Contact
11383,9/19/2016,Jane,Contact
11383,9/20/2016,Jane,Contact
11383,9/22/2016,Jane,No Quote
11383,9/23/2016,Jane,Lose
11384,9/26/2016,Bob,Lead
11384,9/28/2016,Bob,Contact
11384,9/29/2016,Bob,Contact
11384,9/30/2016,Bob,Contact
11384,10/3/2016,Bob,Contact
11384,10/4/2016,Bob,Contact
11384,10/5/2016,Bob,Contact
11384,10/6/2016,Bob,Quote
11384,10/7/2016,Bob,Win
11385,10/10/2016,Mary,Lead
11385,10/12/2016,Mary,Contact
11385,10/13/2016,Mary,Contact
11385,10/17/2016,Mary,Contact
11385,10/18/2016,Mary,Contact
11385,10/19/2016,Mary,Contact
11385,10/20/2016,Mary,Quote
11385,10/21/2016,Mary,Win
11386,10/24/2016,Bill,Lead
11386,10/25/2016,Bill,Contact
11386,10/26/2016,Bill,Contact
11386,10/28/2016,Bill,Contact
11386,10/31/2016,Bill,Contact
11386,11/3/2016,Bill,No Quote
11386,11/4/2016,Bill,Lose
11387,11/7/2016,Jane,Lead
11387,11/8/2016,Jane,Contact
11387,11/11/2016,Jane,Contact
11387,11/14/2016,Jane,Contact
11387,11/16/2016,Jane,Contact
11387,11/17/2016,Jane,Quote
11387,11/18/2016,Jane,Lose
11388,11/21/2016,Bob,Lead
11388,11/22/2016,Bob,Contact
11388,11/23/2016,Bob,Contact
11388,11/24/2016,Bob,Contact
11388,11/29/2016,Bob,Contact
11388,11/30/2016,Bob,Contact
11388,12/1/2016,Bob,Quote
11388,12/2/2016,Bob,Lose
11389,12/5/2016,Mary,Lead
11389,12/6/2016,Mary,Contact
11389,12/7/2016,Mary,Contact
11389,12/12/2016,Mary,Contact
11389,12/13/2016,Mary,Contact
11389,12/14/2016,Mary,Contact
11389,12/15/2016,Mary,Quote
11389,12/16/2016,Mary,Win
11390,12/19/2016,Bill,Lead
11390,12/22/2016,Bill,Contact
11390,12/23/2016,Bill,Contact
11390,12/28/2016,Bill,Contact
11390,12/29/2016,Bill,No Quote
11390,12/30/2016,Bill,Lose
11391,1/1/2010,Jane,Lead
11391,1/4/2010,Jane,Contact
11391,1/5/2010,Jane,Contact
11391,1/8/2010,Jane,Contact
11391,1/11/2010,Jane,Contact
11391,1/13/2010,Jane,Quote
11391,1/14/2010,Jane,Win
11392,1/15/2010,Bob,Lead
11392,1/19/2010,Bob,Contact
11392,1/20/2010,Bob,Contact
11392,1/22/2010,Bob,Contact
11392,1/25/2010,Bob,Contact
11392,1/26/2010,Bob,Contact
11392,1/27/2010,Bob,Quote
11392,1/28/2010,Bob,Win
11393,1/29/2010,Mary,Lead
11393,2/1/2010,Mary,Contact
11393,2/4/2010,Mary,Contact
11393,2/10/2010,Mary,No Quote
11393,2/11/2010,Mary,Lose
11394,2/12/2010,Bill,Lead
11394,2/16/2010,Bill,Contact
11394,2/17/2010,Bill,Contact
11394,2/18/2010,Bill,Contact
11394,2/19/2010,Bill,Contact
11394,2/22/2010,Bill,Contact
11394,2/24/2010,Bill,Quote
11394,2/25/2010,Bill,Win
11395,2/26/2010,Jane,Lead
11395,3/3/2010,Jane,Contact
11395,3/4/2010,Jane,Contact
11395,3/5/2010,Jane,Contact
11395,3/9/2010,Jane,Contact
11395,3/10/2010,Jane,No Quote
11395,3/11/2010,Jane,Lose
11396,3/12/2010,Bob,Lead
11396,3/16/2010,Bob,Contact
11396,3/18/2010,Bob,Contact
11396,3/19/2010,Bob,Contact
11396,3/22/2010,Bob,Contact
11396,3/24/2010,Bob,Quote
11396,3/25/2010,Bob,Lose
11397,3/26/2010,Mary,Lead
11397,3/31/2010,Mary,Contact
11397,4/2/2010,Mary,Contact
11397,4/5/2010,Mary,Contact
11397,4/7/2010,Mary,No Quote
11397,4/8/2010,Mary,Lose
11398,4/9/2010,Bill,Lead
11398,4/12/2010,Bill,Contact
11398,4/13/2010,Bill,Contact
11398,4/14/2010,Bill,Contact
11398,4/15/2010,Bill,Contact
11398,4/16/2010,Bill,Contact
11398,4/19/2010,Bill,Contact
11398,4/20/2010,Bill,Contact
11398,4/21/2010,Bill,Quote
11398,4/22/2010,Bill,Lose
11399,4/23/2010,Jane,Lead
11399,4/26/2010,Jane,Contact
11399,4/30/2010,Jane,Contact
11399,5/3/2010,Jane,Contact
11399,5/5/2010,Jane,No Quote
11399,5/6/2010,Jane,Lose
11400,5/7/2010,Bob,Lead
11400,5/11/2010,Bob,Contact
11400,5/12/2010,Bob,Contact
11400,5/18/2010,Bob,Contact
11400,5/19/2010,Bob,No Quote
11400,5/20/2010,Bob,Lose
11401,5/21/2010,Mary,Lead
11401,5/26/2010,Mary,Contact
11401,5/28/2010,Mary,Contact
11401,6/1/2010,Mary,Contact
11401,6/2/2010,Mary,No Quote
11401,6/3/2010,Mary,Lose
11402,6/4/2010,Bill,Lead
11402,6/7/2010,Bill,Contact
11402,6/10/2010,Bill,Contact
11402,6/16/2010,Bill,No Quote
11402,6/17/2010,Bill,Lose
11403,6/18/2010,Jane,Lead
11403,6/21/2010,Jane,Contact
11403,6/22/2010,Jane,Contact
11403,6/25/2010,Jane,Contact
11403,6/28/2010,Jane,Contact
11403,6/29/2010,Jane,Contact
11403,6/30/2010,Jane,Quote
11403,7/1/2010,Jane,Win
11404,7/2/2010,Bob,Lead
11404,7/5/2010,Bob,Contact
11404,7/7/2010,Bob,Contact
11404,7/8/2010,Bob,Contact
11404,7/9/2010,Bob,Contact
11404,7/12/2010,Bob,Contact
11404,7/14/2010,Bob,No Quote
11404,7/15/2010,Bob,Lose
11405,7/16/2010,Mary,Lead
11405,7/20/2010,Mary,Contact
11405,7/21/2010,Mary,Contact
11405,7/23/2010,Mary,Contact
11405,7/28/2010,Mary,No Quote
11405,7/29/2010,Mary,Lose
11406,7/30/2010,Bill,Lead
11406,8/2/2010,Bill,Contact
11406,8/5/2010,Bill,Contact
11406,8/6/2010,Bill,Contact
11406,8/10/2010,Bill,Contact
11406,8/11/2010,Bill,No Quote
11406,8/12/2010,Bill,Lose
11407,8/13/2010,Jane,Lead
11407,8/16/2010,Jane,Contact
11407,8/23/2010,Jane,Contact
11407,8/24/2010,Jane,Contact
11407,8/25/2010,Jane,No Quote
11407,8/26/2010,Jane,Lose
11408,8/27/2010,Bob,Lead
11408,9/2/2010,Bob,Contact
11408,9/3/2010,Bob,Contact
11408,9/8/2010,Bob,No Quote
11408,9/9/2010,Bob,Lose
11409,9/10/2010,Mary,Lead
11409,9/13/2010,Mary,Contact
11409,9/15/2010,Mary,Contact
11409,9/17/2010,Mary,Contact
11409,9/20/2010,Mary,Contact
11409,9/22/2010,Mary,No Quote
11409,9/23/2010,Mary,Lose
11410,9/24/2010,Bill,Lead
11410,9/28/2010,Bill,Contact
11410,9/30/2010,Bill,Contact
11410,10/1/2010,Bill,Contact
11410,10/4/2010,Bill,Contact
11410,10/6/2010,Bill,Quote
11410,10/7/2010,Bill,Win
11411,10/8/2010,Jane,Lead
11411,10/11/2010,Jane,Contact
11411,10/13/2010,Jane,Contact
11411,10/14/2010,Jane,Contact
11411,10/19/2010,Jane,Contact
11411,10/20/2010,Jane,Quote
11411,10/21/2010,Jane,Win
11412,10/22/2010,Bob,Lead
11412,10/27/2010,Bob,Contact
11412,10/28/2010,Bob,Contact
11412,10/29/2010,Bob,Contact
11412,11/2/2010,Bob,Contact
11412,11/3/2010,Bob,No Quote
11412,11/4/2010,Bob,Lose
11413,11/5/2010,Mary,Lead
11413,11/8/2010,Mary,Contact
11413,11/9/2010,Mary,Contact
11413,11/10/2010,Mary,Contact
11413,11/11/2010,Mary,Contact
11413,11/12/2010,Mary,Contact
11413,11/15/2010,Mary,Contact
11413,11/17/2010,Mary,Quote
11413,11/18/2010,Mary,Lose
11414,11/19/2010,Bill,Lead
11414,11/22/2010,Bill,Contact
11414,11/23/2010,Bill,Contact
11414,11/30/2010,Bill,Contact
11414,12/1/2010,Bill,No Quote
11414,12/2/2010,Bill,Lose
11415,12/3/2010,Jane,Lead
11415,12/6/2010,Jane,Contact
11415,12/7/2010,Jane,Contact
11415,12/9/2010,Jane,Contact
11415,12/10/2010,Jane,Contact
11415,12/14/2010,Jane,Contact
11415,12/15/2010,Jane,Quote
11415,12/16/2010,Jane,Win
11416,12/17/2010,Bob,Lead
11416,12/20/2010,Bob,Contact
11416,12/22/2010,Bob,Contact
11416,12/24/2010,Bob,Contact
11416,12/29/2010,Bob,No Quote
11416,12/30/2010,Bob,Lose
11417,12/31/2010,Mary,Lead
11417,1/3/2011,Mary,Contact
11417,1/6/2011,Mary,Contact
11417,1/10/2011,Mary,Contact
11417,1/11/2011,Mary,Contact
11417,1/12/2011,Mary,No Quote
11417,1/13/2011,Mary,Lose
11418,1/14/2011,Bill,Lead
11418,1/17/2011,Bill,Contact
11418,1/18/2011,Bill,Contact
11418,1/19/2011,Bill,Contact
11418,1/26/2011,Bill,No Quote
11418,1/27/2011,Bill,Lose
11419,1/28/2011,Jane,Lead
11419,1/31/2011,Jane,Contact
11419,2/3/2011,Jane,Contact
11419,2/7/2011,Jane,Contact
11419,2/8/2011,Jane,Contact
11419,2/9/2011,Jane,No Quote
11419,2/10/2011,Jane,Lose
11420,2/11/2011,Bob,Lead
11420,2/14/2011,Bob,Contact
11420,2/15/2011,Bob,Contact
11420,2/22/2011,Bob,Contact
11420,2/23/2011,Bob,No Quote
11420,2/24/2011,Bob,Lose
11421,2/25/2011,Mary,Lead
11421,3/1/2011,Mary,Contact
11421,3/2/2011,Mary,Contact
11421,3/8/2011,Mary,Contact
11421,3/9/2011,Mary,No Quote
11421,3/10/2011,Mary,Lose
11422,3/11/2011,Bill,Lead
11422,3/14/2011,Bill,Contact
11422,3/16/2011,Bill,Contact
11422,3/21/2011,Bill,Contact
11422,3/23/2011,Bill,No Quote
11422,3/24/2011,Bill,Lose
11423,3/25/2011,Jane,Lead
11423,3/30/2011,Jane,Contact
11423,3/31/2011,Jane,Contact
11423,4/5/2011,Jane,Contact
11423,4/6/2011,Jane,No Quote
11423,4/7/2011,Jane,Lose
11424,4/8/2011,Bob,Lead
11424,4/12/2011,Bob,Contact
11424,4/13/2011,Bob,Contact
11424,4/15/2011,Bob,Contact
11424,4/18/2011,Bob,Contact
11424,4/20/2011,Bob,No Quote
11424,4/21/2011,Bob,Lose
11425,4/22/2011,Mary,Lead
11425,4/25/2011,Mary,Contact
11425,4/26/2011,Mary,Contact
11425,4/29/2011,Mary,Contact
11425,5/3/2011,Mary,Contact
11425,5/4/2011,Mary,No Quote
11425,5/5/2011,Mary,Lose
11426,5/6/2011,Bill,Lead
11426,5/13/2011,Bill,Contact
11426,5/16/2011,Bill,Contact
11426,5/17/2011,Bill,Contact
11426,5/18/2011,Bill,No Quote
11426,5/19/2011,Bill,Lose
11427,5/20/2011,Jane,Lead
11427,5/23/2011,Jane,Contact
11427,5/24/2011,Jane,Contact
11427,5/26/2011,Jane,Contact
11427,5/30/2011,Jane,Contact
11427,6/1/2011,Jane,No Quote
11427,6/2/2011,Jane,Lose
