title,date,rating,isEdited,review,userName,developerResponse
Checking accounts reformed,2019-06-03 17:23:25,4,False,Perks perks perks checking account and investment account with perks so far so good been with them for 9 months no complaints read before signing anything so you fully understand.,Thooooorrrr,
Really useful,2019-04-02 04:48:41,5,False,I downloaded this app after a lot of research and deciding to take my finances more seriously it’s really helpful and as long as you log in every day it is free.,GeorgeyMikes,
App issues,2019-04-25 14:53:12,1,False,I feel like this could be a good app. But I just downloaded the app and in already having problems with it. I couldnt do instacash because I kept getting an error message. Then I could couldn't chat with no one because it's unavailable. Then it takes them forever to answer the phone when you call. I wouldn't suggest this to no one,Lil swagalicious,"{'id': 8690756, 'body': 'We appreciate the review, it helps us to know what features to work on. We definitely want to make sure that all our features are up and running smoothly.', 'modified': '2019-05-15T22:31:50Z'}"
Love the options,2019-04-07 18:44:19,4,False,"Many unique benefits, and the ability to kickstart my credit after being denied for “not having enough credit. Definitely very appreciative.",Onya and Alex,
Great,2019-01-11 12:45:01,5,False,Great card to use had no problems with it just hard to reach customer service for issues,tgfhbbh,
Logging out errors,2019-02-23 13:27:43,3,False,"The app seem to be having an error with maintaining to be logged in. After 30 minutes to an hour, the app automatically log you out. This is after the most recent update.",k.p_,"{'id': 7609192, 'body': 'Hello K.P and thank you for your review.\n\nWe apologize for the experience that you have had and would like to restore your confidence in Moneylion. We are still fairly new and have been working through some of the growing pains including some app issues. If you are still in need of any assistance please reach out to us and we will be more than happy to help get your issue resolved. Thank you for being a valued customer and have a roaring day!', 'modified': '2019-03-06T20:52:57Z'}"
"MoneyLion doesn’t work for me, afraid they will steal my information",2019-01-22 16:10:30,1,False,"I downloaded the app, entered all the info, verified everything, and then tried to sign up for Plus benefits.  I get a message that I’m not eligible for Core membership.  

There is no explanation why I’m not eligible.  
I contact customer service via chat, wait almost an hour for them to be “available “, and they don’t know why I’m not eligible for Plus/Core either.  They can’t tell me anything, but “sometimes that happens”.

So, now I have a useless app connected to my bank account.  I’m very nervous about this, because there is no apparent way to delete my account.

I wouldn’t recommend MoneyLion.",Matherse,"{'id': 6967618, 'body': 'Hey Matherse, we do urge you try again within a months time. \n\nIn regards to your account, we are required to keep information as stated by federal laws for all loan companies. The information will remain secure, rest assured. If you have any further questions please feel free to give us a call.', 'modified': '2019-01-23T04:46:34Z'}"
Where’s the customer service?,2019-01-22 08:15:59,1,False,I was recommended this app by a friend who has a chime banking account. I’ve had this account for quite some time and have YET to successfully get the Plus loan. I finally got past verification after consistently answering the questions although the app stated my answers were incorrect and now I’m being told you no longer support Chime bank? Wow.,"key, AL","{'id': 6967338, 'body': 'Hey Key, we are sad to hear about the frustrating time that you have had. But yes, unfortunately, we longer work with Chime, if you do have any further questions, please feel free to give us a call! Our hours go from Monday-Friday 6 AM-6 PM MST.', 'modified': '2019-01-23T04:03:05Z'}"
Not trust worthy..,2019-01-16 05:58:12,1,False,I have a hard inquiry on my credit report from this company after my ssn was found on the dark web and I’ve been trying to contact them to remove my account before someone takes out a loan still no call back or email reply! I’m furious because I’m actually working to build credit and I don’t want to take this to court!,Hardworker11,"{'id': 6869465, 'body': ""Hello! If you call customer service they can get you to our fraud department to investigate this issue for. You have to provide more information and that is something we don't do online. Especially if you're already experiencing fraudulent activity."", 'modified': '2019-01-16T16:29:07Z'}"
Credit Score Tips is great,2019-01-10 22:59:56,5,True,I really like the personalized tips you get for improving your credit score. Haven't seen that anywhere else.,goonie0,"{'id': 125721, 'body': 'Hi Goonie0, we are happy to see that you like the credit monitoring feature. Thanks for the review!', 'modified': '2017-04-10T20:21:13Z'}"
Great app,2018-11-14 12:52:04,5,False,I am a person who has a hard time saving. With ML I have managed to save almost $1000 in less than a year. The $1 a day for logging in is a great added bonus.,Marquaidus,
Love it,2018-11-05 16:02:05,5,False,Been using this app for alittle over two months and my credit has gone up significantly. Half way done with my loan. My investment account is booming. Fantastic!,hardstyleblunts,
Money Lion App,2021-01-30 16:55:05,5,False,"I must say money lion is so awesome, during this uncertain time we need an app like them that can help out when your in a pinch, I absolutely love the app, no problems what so ever 😄",Haith7781,"{'id': 21096553, 'body': 'Thanks so much for this positive review! It’s members like you that help make MoneyLion ROAR! Thanks again for being the best part of MoneyLion! 💰🦁', 'modified': '2021-02-16T20:09:24Z'}"
"Would be cool, if it worked...",2018-09-01 15:11:41,1,False,"It will not let me edit my profile. I never even set it up (I’m not sure where it got the information from, but my address for one is wrong). It won’t verify my phone number because it says my phone number doesn’t exist. I would love to be able to take advantage of this app, but it’s literally blocking itself from helping me.",ckoons129,"{'id': 6793243, 'body': 'Hey there ckoons129! If any assistance is needed, or if you have any questions, never hesitate to contact us at 1-888-704-6970. We are always happy to assist you.', 'modified': '2019-01-11T15:12:33Z'}"
Cannot update mobile number,2018-07-14 10:48:12,2,False,I downloaded this app a while back and filled in a lot of my profile information. I just decided to start using it. Now it will not let me update my mobile number. It refuses to save my new number. Anyone else had any issues like this? Any solutions? Dev can you help?,Greedy Apps Are No Good,"{'id': 6796508, 'body': 'Hey there Greedy Apps Are No Good! We appreciate you taking to time to let us know your feedback. If any questions arise or assistance is needed, feel free to contact us at 1-888-704-6970.', 'modified': '2019-01-11T21:23:36Z'}"
Good money app,2018-07-05 17:58:14,4,False,I like how you can save on the app and you get money from checking in daily but I don’t think you should only be able to withdraw when the loan is paid off but I do like you guys,cfull221,
Doesn’t have bank routing option,2018-07-04 03:41:50,1,False,I’d probably love this app but can’t even use it to its full capability. It doesn’t have my bank listed and doesn’t provide a routine number/account number option to connect to my account. I created the account to find out the app was useless. I will be deleting my account and searching for a different option.,Chelsea72792,"{'id': 6776281, 'body': 'Hi Chelsea72792! We appreciate any and all feedback and if any assistance is needed, never to be afraid or hesitant to reach out to us at 1-888-704-6970.', 'modified': '2019-01-10T17:55:16Z'}"
Great app,2020-04-20 19:12:54,5,False,"Love it, I build up my credit, allows me to pay on a loan that I get through Them. Also I get money back on purchases too.",EnochTheScribe,
SCAM!!!,2020-08-18 02:16:14,1,False,Moneyline is a scam not only do they take interest off your loans you’ll end up paying weekly fees to the service so you’ll find yourself paying more than anywhere else also now that I am finally done paying off my money builder loan I can’t seem to access my money or get in contact with customer service I wish I could give zero stars,Jojo_boys_life,"{'id': 17385900, 'body': 'We apologize to hear about your experience with MoneyLion. We would like to help resolve your concerns but are unable to locate your account to reach out to you. Please use the form linked below to fill out and we will contact you directly.\xa0https://moneylioncomplaints.zendesk.com/hc/en-us/requests/new', 'modified': '2020-08-19T21:12:45Z'}"
Not helpful,2020-05-11 17:24:55,1,False,"I sign in to the app everyday and still get charged a membership fee. Paid off my loan early and the app makes it seem like since your a good customer and never defaulted you don’t have to apply again and you can re borrow.... not so, It says my bank doesn’t pass verification even though that’s where my payments come from!",irrateindividual,
Chime accounts,2019-11-27 21:45:28,5,False,As I I know I would love the app I’ve been waiting forever for them to add chime but they just won’t do I guess I’ll be deleting the app today,amberwebb1996,
"Stolen info, will not reply to customer inquiries.",2020-03-10 17:01:43,1,False,If somebody has my sensitive information and hold it under lock and key I interpreted as theft. So since MoneyLion has my sensitive information will not let me use their features and yet will not let me close their account I consider it theft. If somebody can guarantee my information is gone my account is closed I would happily retract my review.,Nobodycareswhowrotethissss,"{'id': 13972609, 'body': ""Hi there! My name is Aron and I'm sorry to hear about your experience with MoneyLion. My name is Aron and I would like to learn and understand more about your request so we can provide better assistance. Please schedule an appointment with me to look over your account by using this link: https://moneylion.youcanbook.me/ Thank you! I'm looking forward to helping resolve your concern. "", 'modified': '2020-03-10T22:49:23Z'}"
Great but shady and flawed,2019-12-27 14:34:14,3,False,Great app but feels like they are getting over with Instacash. Pay period is Friday to Friday but it’s making it Friday to Monday then Monday to a Friday so they making a extra tip and express fee due to this. Someone said it would be fixed by now but still haven’t seen a fix.,Deonte895,
Money lion,2019-12-24 15:53:01,4,False,Great for people with no or horrible credit. Gives a person a second shot at this stupid thing we call our credit report!,BeastrUS81,
Won’t Connect to Bank,2019-12-18 23:47:26,1,False,Tried to borrow a $50 loan added bank account information but when I tried to transfer the money to the account it kept giving me the error unable to connect to your bank account try again in a few minutes.  Waited an hour still same error.  Frustrating,MyRiRiG,"{'id': 12494673, 'body': ""That does sound frustrating, but we're here to help. Please use this link to schedule a callback from our Support Team: https://moneylion.youcanbook.me/. They can quickly help resolve your issue. Thanks for being a valued MoneyLion member. We look forward to helping you. "", 'modified': '2019-12-19T18:47:54Z'}"
Relay nice app,2019-08-13 23:02:54,5,False,Only problem I am getting Transfer are temporally unavailable message while I try to transfer money please check that .,Poipddd,
Supposed to help build credit,2019-09-28 12:29:24,1,False,I used the plus membership to get a loan and build credit. Keep in mind I always keep money in my account to pay the debt on time. MoneyLion has been reporting late payments to the credit bureaus over and over further dropping my credit score each time. I disputed the reports and MoneyLion will not remove the false allegations.,Boywiz575,
S C A M ‼️‼️‼️,2019-09-27 15:50:04,1,False,This is just a SCAM! I’ve never been able to activate the card and they’re deducting fees from my bank account I’ve called customer service I can’t get a hold of anyone I literally stay on the phone 45mins to an hr and they never call back when the automated system ask u the option! I’m trying my best to opt out of it I’ve already contacted the better business bureau!,SHYA4646,
Convenient,2019-08-02 06:02:34,5,False,I like all the helpful info on credit building and the rewards and little things like the badges and stuff to encourage good financial habits and credit health. Wonderful app!,lyftgurl89,
Helps Practice Patience and Being Organized,2019-06-24 08:15:19,5,False,what a helpful app with anything and everything you want to do financially is in this app to help you save,mico money,
Money Lion saves the day!,2019-06-21 14:00:20,5,False,"The Money Lion app has made me revaluate my ways of thinking when it comes to saving, spending, and money altogether.

With the Money Lion app you get money back added towards you saving just by logging in daily!  Total win win for me!

They also have an awesome cash back program for your everyday purchases, free credit monitoring, and so many more amazing and savvy features.

Money Lion is a game changer!",lissey03,
Greatful,2019-06-07 05:59:59,5,False,I am very greatful for this app and I like the investment program they have I would recommend anyone for who want to build their credit,greatful Miracle,
Good app,2019-04-19 15:21:09,5,False,MoneyLion is great if u keep track of everything it offers you and take advantage of it does help build credit and the 500 dollar is not a scam,aa_ron702,
Awesome,2019-04-07 18:57:11,5,False,I love this app it’s amazing to manage money and invest at same time also is so nice to get a 500 loan when u really need it and pay it over time I really recommend it.,campen777,
I love this app,2019-02-12 01:03:36,5,False,"MoneyLion has been such a great experience to use! From the investment account, checking account and even the low interest $500 loan. This is a must have app!",Kevintothe,
Awesome,2019-01-31 05:56:59,5,False,Finally a bank that helps you invest in your future and helps you rebuild your credit with a starter loan. This is the perfect app if Need a second chance.,Tuff Girls Cleaning LLC,
Amazing!,2019-01-16 02:18:06,5,False,"I enjoy opening my MoneyLion app to learn more about investing, and just being smarter with my money! They make it simple, and easy to follow to best ways to make the most of my money. Thank You MoneyLion!",mrpalmetto803,
Love MoneyLion,2018-10-20 14:39:16,5,False,"I’ve been using this app for a little over 3 months now, I have learned to monitor my spending and I’ve increased my credit scores by paying the loan on time.",Jae0530,
Junk,2018-11-16 04:53:15,1,False,I got as far as trying to put my address in. It kept auto-filling the wrong address over and over. Advanced to the next screen with the wrong address and now it’s stuck. I am deleting your app and hope you don’t actually send anything to that address. For a second I was excited about you app. But a flaw like this makes me very leery.,Cleehart,"{'id': 6795657, 'body': 'Hey there Cleehart! We appreciate you taking to time to let us know your feedback. If any questions arise or assistance is needed, feel free to contact us at 1-888-704-6970.', 'modified': '2019-01-11T19:04:39Z'}"
Report,2018-08-18 02:29:41,5,False,"Great app best one yet, if you are locking to challenge your self in investing this is the app for you. So helpful and easy plus you get a dollar for checking in everyday.",closespi,
I’m nervous y’all!,2018-09-01 15:52:21,4,False,"I just signed up for Plus and got approved for the $500 loan right away. However, some of the reviews have made me a bit nervous. Let’s see how this goes. I will provide another update in the future.",Carleeluv09,
Absolute worst customer service,2018-08-30 19:17:22,1,False,This is nothing but a scam. I deactivated my account and still have been charged twice by them. I called them after the second one to get my refund and all they will do is refund me partial for the most recent payment. This is the most shadiest company I have ever dealt with and highly recommend you do not deal business with them.,Brendenbbbbbbb,"{'id': 6793158, 'body': 'Hey there Brendenbbbbbbb! If any assistance is needed, or if you have any questions, never hesitate to contact us at 1-888-704-6970. We are always happy to assist you.', 'modified': '2019-01-11T15:06:43Z'}"
Love love love it!,2018-06-14 02:34:08,5,False,I have had no problems with the app so far and my credit has gone up already ! I’ve been a member for about a month now .,NickidaBEE,
Very disappointing,2018-08-06 17:49:13,1,False,"Tried to sign up and, while the app found my bank and could access enough information to get my balance and transactions, they couldn’t read my bank’s routing number. The customer support rep said they don’t “work with” my bank. Don’t quite understand when any other entity can process ACH transactions without an issue.",Whbacon,"{'id': 6777880, 'body': 'Hello Whbacon. If any assistance is needed, or if you have any questions, never hesitate to contact us at 1-888-704-6970. We are always happy to assist you.', 'modified': '2019-01-10T21:21:32Z'}"
MoneyLion is great but the iPhone app is horrible.,2018-01-07 20:26:48,5,False,MoneyLion is a great way to get a loan with low apr. I recommend using the online website instead of the app. The app freezes constantly.,Samuel Paschall,"{'id': 2276285, 'body': ""Hi Samuel, we are sorry to hear you've encountered an issue. since your review we have released version 3.13.0 to address some of the minor issues that affected users on version 3.12, If you are still experiencing this issue after updating your app please email us at support@moneylion.com RE Attention OPS."", 'modified': '2018-01-11T22:25:58Z'}"
I’m amazed,2017-12-25 17:21:33,5,False,Just wanted to say that if you’re in a situation to where you need a loan then MoneyLion is the place quick fast and easy plus the loan weekly payments are affordable I love this app,DjWTFBmore24,
Money when you need it,2021-02-06 19:20:26,5,False,When times are hard and you need a small loan fast,Divaintoyou,"{'id': 20959675, 'body': 'Our Pride is over here smiling from mane to mane! Thanks for sharing such a positive review! Your words will help future members find us and get one step closer to their financial goals. Thanks again for being the best part of MoneyLion! 💰🦁', 'modified': '2021-02-09T16:48:46Z'}"
Reliable,2021-02-04 23:32:34,5,False,Always comes through.,Hsiqksn,"{'id': 20960042, 'body': 'Thanks so much for this positive review! It’s members like you that help make MoneyLion ROAR! Thanks again for being the best part of MoneyLion! 💰🦁', 'modified': '2021-02-09T17:09:22Z'}"
Garbage. Don’t use,2020-10-03 04:10:54,1,False,"I never used MoneyLion even after going through the process of opening it.  So I decided to close the account, but there’s no option for that. Tried contacting through various ways just to delete my information. It’s been six months, I still receive their emails and they refuse to close my account!",Heatham,"{'id': 18288442, 'body': 'We apologize to hear about your experience with MoneyLion. We would like to help resolve your concerns but are unable to locate your account to reach out to you. Please use the form linked below to fill out and we will contact you directly.\xa0https://moneylioncomplaints.zendesk.com/hc/en-us/requests/new', 'modified': '2020-10-05T22:18:28Z'}"
The worst,2020-05-15 22:11:07,1,False,During this pandemic I was not working and tried to get them to work wit me and they would not the continued to try to take the funds out charging me several overdraft fees  while they refused to work with me. Do not waste your time and then it have not been 60 days and they have reported it to the TransUnion cause my credit score to be impacted in a negative way.,casper-2,"{'id': 15401848, 'body': ""Hi there, casper-2. We apologize to hear about your experience with MoneyLion, however, we would like to learn and understand more about your experience and contact you to help resolve your issue. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-05-18T21:21:41Z'}"
Love this app!,2020-04-17 16:17:31,5,False,I have used for several months now and it has worked beautifully. Keep up the good work.,doxiegirl123,
Worst app and service,2020-05-01 19:28:48,1,False,"The app is just broken and works when it wants to. I have been on the phone with customer service 3 times, and chatted with 10 different agents and no one can solve my problem. I even scheduled a call from a supervisor and still haven’t received a call back. Don’t do business with them unless you want a headache",JeanneGN77,"{'id': 15089411, 'body': ""Hi there, JeanneGN77. We apologize to hear about your experience with MoneyLion.  My name is Aron and you can schedule an appointment with me to look over your account and help resolve your issue. We would like to learn more so we can make improvements to our product and customer care process. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-05-04T20:49:24Z'}"
No Response From MoneyLion.,2020-04-28 07:07:30,1,False,"I used to love this app, and in the past I had taken 2 loans with no issue. Now, I’ve been attempting every day to get a new loan after paying off my last one and it keeps giving me an error. Reached out to customer support and I’ve yet to hear anything from them. Sad to see they’re not as on top of things as they used to be.",Jose Bonet,"{'id': 14974093, 'body': ""Hi there, Jose Bonet! My name is Aron and I've reached out today through a phone call, however, I was directed to your voicemail box. We want to inform you that we're currently looking into your account so that we may find out the cause of your concern. We do apologize for the inconvenience and I'll be calling or sending you an email once additional information is available. Additionally, you may use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-04-28T18:59:43Z'}"
Client,2020-01-06 18:15:37,5,False,This is the greatest tool I would recommend this to anyone. So you’ll those that have no knowledge of how investments work MoneyLion will be more than willing to assist you.,rottenrobby1,
Terrible Customer support,2020-04-03 10:22:47,1,False,Did an instacash. They pulled it out of my account over a week ago via a debit card. Over a week later the payment is still pending on their end. Even though in their own app it said will be processed by today. Now it says will be processed yesterday. Don’t waste your time. Support just gives you the run around!,case831,"{'id': 14445271, 'body': ""Hi there, case831. We apologize to hear about your experience with MoneyLion and with InstaCash repayment. My name is Aron and I'm here to help! I would like to learn more so we can make improvements to our product and customer care process. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-04-03T19:13:15Z'}"
Instant cash,2019-12-10 13:51:21,5,False,It was very instant it come right away when I needed. I would Definitely use again when needed.,lamjor,
Uhmmm I’m in love,2019-09-05 06:01:16,5,False,Such a great app for everyone - especially those who struggle with uncontrolled spending and poor credit. I’m really pleased with my experience so far. Thank you MoneyLion,shytstash,
Loans,2019-08-26 22:39:17,5,False,"I have been having trouble with money lion. I started a new app same issue. They keep saying that they can’t verify my identity. I sent a copy of my bill
And ID.",keidra0601,
Love the Linked accounts,2019-08-16 17:17:41,5,False,Easy to use an help track my money in my other accounts that I’ve linked also I love that!,TishSanders,
Great,2019-08-17 05:42:42,3,False,"It was super easy to get started and to get the $500 loan. I was not sure until after I had signed up for plus and accepted the loan that they take the app fee, loan fee, and an interest fee every month. Overall it came through when I needed it.",Essie0297,
Helpful,2019-08-01 17:21:27,5,False,"This app is really good, it has a checking acct investment options and even stuff about your credit. Def recommend",Saucey Vill Guapo,
Can’t get customer support,2019-08-07 22:39:29,1,True,Trying to reach customer service is a huge hassle. Been on hold an hour already today and couldn’t get through to them. I’m ready to cancel whenever I pay off my loan. This is ridiculous. Alls I want to do is change my bank that the transfers come out of that they were supposed to do months ago.,💀😈😑😒💀😘😚,"{'id': 6795972, 'body': 'Hello there! We appreciate you taking to time to let us know your feedback. If any questions arise or assistance is needed, feel free to contact us at 1-888-704-6970.', 'modified': '2019-01-11T19:56:01Z'}"
Great App!,2019-05-21 02:16:05,5,False,"Great way to get a loan while building credit. I also love the investment account that came with it. The app is super easy to use. My credit is not great, and it’s helped it.",Dehymenizer,
Address Issue,2019-07-14 22:40:48,1,False,It won’t save my physical address and it doesn’t matter how many times I enter it. Clearly the app knows better about where I live than I do. The apartments have been there for over 3 years. So clearly your USPS database is not accurate. My regular bank picked up my address with no issues. This leads me to think this application is probably not the safest to use.,estick35,"{'id': 9670298, 'body': ""Hi estick35! Sorry to hear you're having an issue with this. We can assure you our App is safe to use, but we'd love to have someone help you save your address. Please reach out to us by submitting a support request at www.help.moneylion.com. We look forward to resolving your issue."", 'modified': '2019-07-15T15:59:22Z'}"
Support needs help,2019-06-03 17:19:01,4,False,When you call them it takes more then 30 minutes waiting on the phone,nusteblack,
Best financial app ever!,2019-05-01 23:25:23,5,False,"If you’re the type of person who likes to keep your eggs in different baskets, this is the app for you. This teaches you great personal financial management/restraint/priorities/etc.",Flowsh,
Great opportunity,2019-04-29 17:16:46,5,False,"They help me with so much 
Watching my spending 
Monitoring my accounts 
Even have some cool cash back options and yeh the trivia can be fun!!! I will keep referring my friends",dj13philly,
Love this app!,2019-04-16 08:16:33,5,False,This app helps you save money and offers a $500 loan with a low interest rate and best thing of all there is no credit check!,rinechamp,
Updates .,2019-04-24 11:38:23,4,False,It doesn’t update as quickly as it should . Credit score hasn’t been updated in several months but it’s still a good app,Jha Senior,
Helping me Save,2019-04-01 03:20:50,5,False,This app has helped me see the importance in saving as well as save money. I thought there was no way I could save but now I have a nice savings. I feel great!!!!,Daija8,
Amazing App,2019-03-27 07:23:04,5,False,Must Get a Plus membership I didn’t know it was so fun to see investments grow and with their MoneyLion Plus membership it couldn’t be easier to invest $50 a month,takenwasnicknamemy,
Love Moneylion,2019-03-07 17:54:16,5,False,"Best thing I've done for my finances...they not only offer advice and support but they suggest ways to become more financially stable that you may not think about. Thanks, Moneylion",PogMoThoin54,
Awesome sauce,2019-02-28 23:48:05,5,False,I was new to saving and I love it! I also like watching my earnings increase! My credit has also gone up 80 points in the past 4 months.,Tonygames,
So far I am having a wonderful experience with MoneyLion,2019-01-14 21:25:36,5,False,"Great app, wonderful benefits and a great opportunity to save money. I would definitely tell others about it.",jgd2018,
Great loan APR,2018-10-07 01:10:24,5,False,I decided to try this service out because I need a small loan with a low apr. addition to the loan this service offer credit monitoring and great tip to build your credit.,ehaem,
Trash app,2018-12-11 04:20:46,1,False,"I wanted to download this app and give it a try to write an honest review on it for my website.  Except I can’t even review the app, it’s buggy, crashes constantly, won’t let me verify my phone number.  The app is very rigid in its profile building, not very inclusive of different living styles.  Would have loved to give it a shot but can’t get past the terrible app itself.",AppVee,"{'id': 6811123, 'body': 'Hello Appvee, \n\nWe appreciate you taking to time to let us know your feedback. If any questions arise or assistance is needed, feel free to contact us at 1-888-704-6970 or Please review our FAQs (http://mlion.us/MC1sld). You can chat w/ us via your web dashboard by clicking bottom right icon or going to ""Help"" -> ""Contact Us"" on the mobile app. Or email us at support@moneylion.com.', 'modified': '2019-01-13T15:30:18Z'}"
Great app.,2018-08-21 10:46:06,5,False,Great app. Very helpful. Easy to use. Helped me in a pinch!! Would definitely recommend. Earn points towards gift cards for places I visit everyday for just logging in.,Citygirl60510,
Great help,2018-08-19 21:15:47,5,False,I have had this app and have been approved three times for a loan after making my payments on time & they increased my credit.,scain6112,
No issues,2018-06-27 10:44:25,5,False,Had nothing but positive experience with MoneyLion so far.. Hoping to continue using it to help build credit,Shafeka,
Update,2018-08-09 07:04:55,1,False,"I just updated and now the app just crashes every time I try to open. I had more than a hundred days on my streak, am I going to lose it now? Hopefully I can log in again sometime tomorrow. Well, I guess that's one way of getting me to get over my addiction of at least one of my apps.

Tried uninstalling then reinstalling but still just crashes....",Dtakao89,"{'id': 6777905, 'body': 'Hey there Dtakao89! If any assistance is needed, or if you have any questions, never hesitate to contact us at 1-888-704-6970. We are always happy to assist you.', 'modified': '2019-01-10T21:26:02Z'}"
"Just good for rewards, only if your patient",2018-08-03 00:46:49,4,False,I don’t really utilize this app for anything other than getting points for rewards. They force the plus membership down ur throat but it’s honestly pointless,Rezwan316,
Very pleased with this app!,2018-06-07 13:31:26,5,False,Was able to get approved for a $500 loan with MoneyLion plus! The process was very simple and fast! Thank you so much for this app I have no complaints so far!,seb724,
Financial aid,2018-01-21 07:41:18,5,False,Thank you i worked for you dedicated my life i even took injury only so you could be a better business be careful who you hire but always strive and prosper,CHInø baby,
Awesome!,2021-03-09 17:17:52,5,False,Awesome! I love using MoneyLion it is helping my credit and this is my third time using it since it helps me so much with my score!  monthly payments i really recommend Moneylion ❤️,SoEsCa,"{'id': 21616738, 'body': 'Our Pride is over here smiling from mane to mane! Thanks for sharing such a positive review! Your words will help future members find us and get one step closer to their financial goals. Thanks again for being the best part of MoneyLion! 🦁 💰', 'modified': '2021-03-12T15:54:16Z'}"
Great service,2021-01-30 20:57:15,5,False,The site is very easy to set up and use. To have an app that is so convenient for when you have an emergency expense is so important.,ninjamonkey7875,"{'id': 21096556, 'body': 'Thanks so much for this positive review! It’s members like you that help make MoneyLion ROAR! Thanks again for being the best part of MoneyLion! 💰🦁', 'modified': '2021-02-16T20:09:29Z'}"
It’s ok,2021-02-25 06:21:09,2,False,The instacash is great but if your like me and depend on your direct deposit to come at a certain time then money lion direct deposit is not the way to go! You will never know exactly when you will get your pay check. My regular bank always had it there at the same time.,sub to koneleaf playz!,"{'id': 21324281, 'body': 'Hello,\nWe apologize for the experience you’ve had. We want to make it better for you, but we’re unable to locate your account. At your earliest convenience can you please provide us with some further information by filling out this form: https://moneylioncomplaints.zendesk.com/hc/en-us/requests/new', 'modified': '2021-02-26T17:34:24Z'}"
Scam,2021-02-19 00:28:38,1,False,I just received a text saying that I needed to enter my money lien email address because I want to thousand dollars and they need to deposit it into my money lien account… So unless you’re trying to get me to get $1000 loan or are you just might wanna put $1000 in there sinceI’m a winner… Just saying I would think thatIf money lien was contacting me they would know my email address to Money lion,gvnbcfx,"{'id': 21176581, 'body': 'Hello,\n\nThank you for submitting your request. We will get back to you as soon as possible. \n\nYour ticket ID for reference is 1439050', 'modified': '2021-02-20T06:32:15Z'}"
Beware of moneylion,2020-11-27 20:08:57,1,False,They robbed my uncle for 8k dollars what ever you do avoid these Internet thugs at all cost if it has not already happened to you it can at any moment with no warning they will take every dollar you have and then say well sorry nothing we can do about it our money now. This is not a bank account it’s a trap!!!!!!,marks nephew,"{'id': 19496440, 'body': ""We apologize to hear about your experience with MoneyLion. We take your feedback seriously and we'd like to learn more about your experience to help resolve this issue. Please advise your uncle to use the form linked below to fill out and we will contact you directly.\nhttps://moneylioncomplaints.zendesk.com/hc/en-us/requests/new"", 'modified': '2020-12-02T16:53:56Z'}"
Worse App EVER BEWARE,2020-08-25 17:47:23,1,False,"I had made an error on my email while setting up called 5 times too customer service each time they said it’s fixed sent me links too fix 5 times it wouldn’t let me so I went too another loan company floatloan got it within 10 minutes what a waste of a day ! If they can’t fix it I don’t trust them with my info :!,,,, 😡",sheilas iphone,"{'id': 17543720, 'body': 'We apologize to hear about your experience with MoneyLion. We would like to help resolve your concerns but are unable to locate your account to reach out to you. Please use the form linked below to fill out and we will contact you directly.\xa0https://moneylioncomplaints.zendesk.com/hc/en-us/requests/new', 'modified': '2020-08-27T17:26:35Z'}"
Worst bank app ever,2020-06-02 13:45:46,1,False,The app barely works. It took me weeks to transfer my money just because the app didn’t want to work. I called tech support and they said there’s nothing that could be done. Added late payments to my credit profile because THIER app wasn’t working properly. Customer service is terrible. Would NEVER recommend to my worst enemy.,Wilkens Brisenold,"{'id': 15752832, 'body': ""Hi there, Wilkens Brisenold. We've reviewed your previous Credit Builder Plus loan and noticed that you didn't had any missed payments. We would like to learn more about your concern so that we may provide better assistance. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-06-03T13:24:37Z'}"
Woohoo,2020-02-16 18:58:59,5,False,MoneyLion is a wonder app. It is great to use if you are building your credit or if you need help rebuilding your credit. There are opportunities for that as well. Thank you MoneyLion.,CheyLG,"{'id': 13613894, 'body': 'Hi CheyLG, thank you so much for the great review! We’re excited to hear about your positive experience with MoneyLion. As a valued MoneyLion member, we’d like to invite you to apply for our MoneyLion Pride Elite Ambassador Program. This exclusive group will enjoy special giveaways and rewards, have early access to new/upgraded products, and help spread the MoneyLion love on social media. Interested? If so, you can apply by sending an email to PrideElite@MoneyLion.com. Spots are limited, so don’t wait! Thanks again for being an awesome MoneyLion member! ', 'modified': '2020-02-20T23:47:37Z'}"
Terrible,2020-04-11 23:56:25,1,False,F this company.  I paid off a loan. They took the payment and I thought everything was good. Then my credit dropped 50 points because they reported I missed a payment and now they tell me that I owe$244.  I was not notified it didn’t go through. And they took it out my bank. Now they placed it into collections even though its paid off. Rip off,rockstarpools,"{'id': 14638823, 'body': ""Hi there! We apologize to hear about your experience with MoneyLion. We'd like to learn more about your experience and contact you to help resolve your issue. Please use the link below to schedule a callback time that's convenient for you: https://moneylion.youcanbook.me/ Thank you."", 'modified': '2020-04-13T19:23:07Z'}"
