developerResponse,userName,review,isEdited,title,date,rating
,Tyerican,I used this app at Walmart and Oshkosh and I absolutely love it!!! I was able to knock out two expensive Christmas gifts without having to fork out the full amount up front. I was able to buy a couple of other gifts with the money I would’ve used for the other two gifts at the full amount. Easy 4 small payments and I’m done. I look forward to continue to utilize this app!,FALSE,Love It!!!,12/24/2020 18:31,5
,LPNmomma,"I am using QuadPay for part of Christmas this year, and it has been amazing. The app is super user friendly. As soon as I log in, it gives me my remaining available credit. The app has a tab just for shops with amazing deals. The orders tab helps me keep track of my current purchases and payments. I honestly couldn’t ask for a more amazing app for this service. Thank you, QuadPay!",FALSE,On a budget life saver,12/21/2020 17:14,5
,HopsonM,"‼️I love this app and company! Let me tell you .....this is the best of the best‼️..we are closing on our home in a few months, they did not pull my credit and that’s what I love..,I can make split payments and if you get the money before then....you have an option to go on the app and pay ahead of time....what’s not to ❤️....they are partnered with soooo many companies, I’ve shopped at Macy’s and SHEIN....,I will be back for more‼️",FALSE,Amazing App,12/7/2020 3:11,5
,Tiney piano,I absolutely love this app. I will definitely keep it on my phone and continue to use it. The only thing is now that things are getting with the holidays and I’ve been trying to get in contact with someone about an order for almost a week now. I think I am being scammed and I would like to fix it but no one has reached out in the chat or through my email. I tried to look for a number but I couldn’t find one.,FALSE,Love it,12/19/2020 18:28,4
"{'id': 19250138, 'body': 'This makes us so happy! 💖 Thanks for the love! ', 'modified': '2020-11-20T17:24:37Z'}",Gangalay,"I first heard about Quadpay through Uggs website, but a credit check had to be done. So when I got the link from Quadpay, I immediately got interested because there is no hard credit check, only 4 installments, set payment dates that I’m comfortable with and a sufficient amount of credit $400 to start with.  This really helped me in starting my Xmas shopping.  Thanks!",FALSE,Quadpay the way to go!!!!,11/19/2020 3:58,5
"{'id': 18946703, 'body': ""We are so sorry for the issues you're experiencing. We would be happy to step in and help out. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Thanks!"", 'modified': '2020-11-06T16:19:49Z'}",love Alfred,"This was a good deal to get rid of credit cards, but it has its flaws as well. I paid my account of early and it blocked me, now I receive an ‘error message,  something went wrong, your account is on hold’. I’ve tried multiple times to contact the company but with no success. I even sent an email, and I received a response saying missed call, lol on an email???",TRUE,Error message,11/6/2020 22:12,5
,Maxsmommi3,"Honestly, I love the fact that they have a bunch of good stores to shop on and you can split your payment in 4 payments, it’s convenient and I love the fact that I can shop at ease, it’s safe since you don’t have to put your personal bank card when checking out it’s secure and safe! Keep up the good work and thankful for this site! I shopped at NFL and was able to get my Steelers jersey!",FALSE,Great App,11/5/2020 2:59,5
,TMI16,"I LOVE QuadPay!  I can use it anywhere and have; I pay for the total of my purchases in 4 equal payments throughout a course of 6 weeks with the first payment being due at the time of purchase!  No interest, super user friendly app, and no hidden fees!  I look forward to continuing to buy items I may not be able to pay for upfront but need!  QuadPay has made that possible!",FALSE,Great Service!,10/20/2020 6:42,5
,cin4825,"I was having my sister buy my supplements, because I sell Plexus and she asked if she could use this app... I never heard of it. So she tried it out and then it worked! So I’ve been telling people about it and just downloaded it myself to get started on some of the higher priced Christmas presents this year 💙. I’m in love so far! And have been telling everyone I know about it!",FALSE,Found this app from Sister,10/18/2020 22:54,5
"{'id': 18329283, 'body': ""Just what we like to hear! We're so happy that we can make things a little easier! 🙌"", 'modified': '2020-10-07T14:40:30Z'}",bannzt,This app is simple u put the amount you’re going to spend they provide you with the virtual credit card you’ll use for your purchase and they split up the payments into 4 (download the add for a breakdown) and that’s it! I love it!! No interest on purchases or anything like that just a simple nice way of breaking down into payments the items you’d like to purchase!,FALSE,Finally an honest app!!,10/6/2020 3:12,5
,TENSHOTS26,I just heard about this app a few days ago. I’m loving this layaway kind of payment deal. This is pretty cool. It’s kind of like a loan but with an upfront first month payment right away. Which is awesome. I have yet to purchase from a grocery store but I did try it with Walmart and it seems to look like it should take the payment. I’ll have to get back on that when I try the grocery part on Walmart.,FALSE,So far so good.,9/24/2020 1:45,5
,Amina1131,"I just stumbled upon this app while scrolling on Facebook, well needless to say I ABSOLUTELY LOVE this app so far I used it at Torrid and I i ordered two pair of jeans which are usually kinda pricey but worth it anyways I used the app placed my order and picked up my purchase the next day from Torrid, I have already told my friends ans family about this app, it’s like getting a line of credit without all the hassle❤️❤️❤️❤️",FALSE,Loving this new app,9/20/2020 0:51,5
"{'id': 17243885, 'body': ""Just what we like to hear! We're so happy that we can make things a little easier! 🙌"", 'modified': '2020-08-12T17:36:24Z'}",AnnieED0616,"Was super easy to use. Love the fact that the store I was shopping at didn’t have to give me the option of QuadPay in order to use it! I just downloaded the app, typed in my store, entered the purchase amount and it divided my payments into 4 equal payments. Awesome improvement to the equal installment payment apps. Plan to use this app to spread out payments and not suffer from the credit card trap! Thanks QuadPay!",FALSE,"Great app, easy to use!",8/11/2020 3:35,5
"{'id': 17807120, 'body': 'Hi there! Thanks for reaching out and sharing your insights. Changes in balance are determined by our algorithm which is always evolving. At this time, we can’t override this process. \n\nIf you want to spend more, we recommend building a good history with us and paying your installments on time or early.', 'modified': '2020-09-10T14:57:28Z'}",UndercardMike,"If you get approved for a low amount of $200... plan on not seeing ANY credit increase for awesome payment history.  I love the merchants connected with QuadPay but I absolutely hate the fact that they will not increase your limit even with great payment history 

If you’re looking to get rewarded for stellar payment history, sezzle is the way to go. They will automatically give you an increase after each paid off order.",FALSE,No credit increase after paying off early everytime,8/21/2020 15:00,3
,Atlsundevil,This is a cool concept. It allows you to pay for something over 4 payments. You can pay it off early if you like. It came in handy for me because my son is training at home during the summer. I purchased 6 pairs of compressions shorts from Dick’s Sporting Goods and 2 pairs of running shoes Fleet Feet. The app allows the payment to be made in 4 installments. I do not like using my credit card and the app came in handy.,FALSE,Fantastic App,7/10/2020 0:53,5
,Saidy❤️,I’ve been using this app since they recently created it before I didn’t have a certain balance I could use now I have $400 . What I also like about the app is how now I basically have like a credit card with them that could be used in store which in my opinion is fantastic since it’ll be in payments instead of paying the whole price.,FALSE,Easy and effective,7/9/2020 6:41,5
"{'id': 16342775, 'body': ""Thanks for being a fan! We're so happy that we can be a game changer! Keep on #QuadPaying 🙌🙌🙌"", 'modified': '2020-07-01T16:58:57Z'}",husterbrown,"I think this app is WONDERFUL and I just love it and I think come holiday this year’s others people s are going to love it to. 
You are going to be very popular I have already told my friends and family about this.
It like a layaway which I grew up on but better because you receive your items while still paying on. I think this will help people out doing hard times 
Thank you",FALSE,QuadPay,6/30/2020 1:08,5
"{'id': 16342397, 'body': 'Thanks for the love and keep on #QuadPaying!  💖', 'modified': '2020-07-01T16:43:13Z'}",tianajeanine,"Having kids and being an artist my bank account doesn’t always allow for me to treat myself, but QuadPay allows me to do just that. I had being seeing all this buy now pay later apps and advertisements and decided to try it. It was so easy to use. I used my QuadPay on ShoeDazzle and it was a simple process not complicated or anything. I have definitely become a loyal QuadPay fan!!!",FALSE,Love it!!,6/28/2020 14:32,5
"{'id': 15250084, 'body': 'Thank you for the awesome review! We are thrilled that we can make your life a little easier! Keep on #QuadPaying', 'modified': '2020-05-11T20:14:50Z'}",katarymat,"It’s my first time using this all it was very easy to navigate and find the store that I was looking for,also it similar to another app that I use which is awesome and very convenient,when your low on cash and need something right away it’s like putting a down payment but still receiving your items in a timely manor which is very helpful to some of us I love this all ❤️",FALSE,First time,5/11/2020 4:44,5
"{'id': 13271367, 'body': ""We're so glad we can be here for you, Crissy! Thank you for the awesome review and keep on #QuadPaying 😊"", 'modified': '2020-02-03T17:32:20Z'}",Crissy_boo,This is the best app to come out EVER. This company is a blessing. This app gives you the opportunity to purchase things that a lot of us with a big household can’t do so. You know once you buy something for one kid then you have to buy something for all of them and now I can do that with no hesitation! It’s so simple to use no credit complications. You just do your 4 installments and it’s done! Thank you so much QuadPay!,FALSE,🙌🙌 MUCH APPRECIATED,2/2/2020 13:54,5
"{'id': 14789436, 'body': ""Hi there, and sorry for the trouble you're having! When you have a moment, would you be able to email appreviews@quadpay.com so that we can review your account and make sure to get this sorted out? If you'd like, you could also include any previous case number for reference. Thank you so much!"", 'modified': '2020-04-20T14:49:42Z'}",Craig's is the Best!,"I’ve been using this app for close to a year now, my initial amount I was able to use was $300. Cool. I paid on time every time, I never went over my limit sometimes even paid off early. But just last week my account was showing up as account over limit please pay down. I was confused because there was no way I had been making my payments, well my final payment today and my limit went down to $125! Why?! I’m really upset because I was not notified of this change that is why they’re getting two stars from me.",FALSE,What happened?,4/17/2020 7:04,2
,Kika021,I love this app!! It lets you pay in installments of four which makes shopping way less stressful . You can shop online and in store . When shopping in stores you can use QuadPay as Apple pay or Samsung Pay. It’s super simple to use and will refund you any amount you don’t use. I want to say this app is better than Afterpay and gives you more options to places to shop .,FALSE,Better than Afterpay,12/1/2019 4:48,5
"{'id': 12411221, 'body': ""Hi there, and sorry for the trouble you're having! Would you be able to email appreviews@quadpay.com ASAP so that we can review the account and make sure to get this sorted out? If you'd like, you could also include the previous case number for reference. Thank you so much!"", 'modified': '2019-12-16T06:36:09Z'}",TechGeek94,"So i tried this app out, thought it was cool and everything does what it says it’s going to do. BUT!!!! By god if your purchase gets declined or has some kind of mishap this app is the absolute worst!!!! I clicked merchant cancelled my order after quad pay took the first payment and for two days now I’ve been trying to get them to refund it the order isn’t even active anymore and the stupid site keeps asking for an order number even though I was never given one so it’s not letting me contact customer support so I this app may do what is advertised but it’s customer service has a ton to be desired.....",FALSE,Bad management and false claims,12/9/2019 23:33,1
,Shitapooh,"Initially utilized QuadPay for a purchase on Fashion Nova. Shortly after , I downloaded the app just to be able to visually see my payment dates. I love how they remind you of an upcoming payment. I took advantage of the in-store option last night while at Macy’s. Literally got to the register , added it to my Apple wallet and paid for clothes for my kids. I love it! I plan on paying it off early so that I can continue to shop.",FALSE,Love it !,11/20/2019 2:09,5
,SaraJoGrier,"I do really like this app... it makes online shopping very easy. However if you over estimate a purchase (say rounding up too much for tax & shipping) you will be stuck paying that amount back because it does not recalculate itself once the purchase goes through. It is a very good app to use during the holiday season, just make sure to do the math exactly before going through with the purchase versus rounding up and then purchasing.",FALSE,"Good app, but be cautious",11/25/2019 2:56,4
,mfern1127,"It’s easier used online than in the store since a lot of merchants have never heard of it. Even easier if you link it to your Apple Pay app, that way you can just scan it in store like you do any card. I mostly use it to bulk shop my groceries (Walmart) that way I’m not making several trips to the store & by the time they run out, I’ve paid my last installment.",FALSE,Easy to use online,9/5/2019 3:42,5
,Bobbilly628,"The concept is genius, being able to break down a big purchase into 4 payments make things very convenient. The app does seem to have some bugs, example entering the total amount you want to spend. It seems like you need to enter the exact amount you are about to spend or else it will not work. Definitely takes some going back and forth and playing with but overall can get it to work!",FALSE,App,10/23/2019 3:53,4
,Lexerria,I used this to spilt a large purchase. Most retailers pick and choose if they want to use these various payment options and outside of the app I’ve used quad pay numerous times with ease for places that allow this.  The thing I like about the app is that you can use it ANYWHERE! Whether the retailer gives the option or not and I love that! Definitely five stars!!!!,FALSE,Easy to use and super convenient,8/19/2019 1:34,5
,Nonchalant365,"The app first and foremost takes care of the security of your personal information. The app can be used at a large variety of stores which is a dream for anyone that truly loves to shop. The set up and use of the app is extremely easy, a transaction can be completed in a matter of minutes. I would definitely recommend this app to my family and friends.",FALSE,Outstanding!!!,8/12/2019 3:33,5
,DK0312,"This app is awesome. It is especially beneficial for me, sometimes I don’t have all the funds at one time to make a needed purchase. The idea is simple and easy. The app runs smoothly and is easy to navigate. However, there is no real customer support feature for any arising issues. As far as I am tracking, there is no number to call if you have any questions. Aside from that, this is a great app!!",FALSE,Great App!!,8/7/2019 14:56,5
"{'id': 9634185, 'body': 'Hi there! Sorry to hear about the difficulty. Can you please email support@quadpay.com so we can help you out? Thanks!', 'modified': '2019-07-12T15:00:48Z'}",Fair party of 3,"I signed up for quad pay a week ago on Sunday and I’m still waiting ,I was going through the reviews to see if anybody was/had this problem and it seems like everyone got approved. I contacted the help line and pretty much got automated responses. I was just wanting to shop on line through quad pay, but I can’t because I’m waiting for the everywhere card. I have Afterpay which was a breeze and I just needed a more of a variety of stores, and I have Klarna which was also a breeze in sign up but I just can’t pay off early. So I thought quad pay would be my saving grace since I have 3 kids and it’s back to school time",FALSE,Still waiting,7/10/2019 13:23,1
,Keemssss,"I’ve been using QuadPay for about a year now! I absolutely love it because when you don’t want to spend out so much at one time, or don’t have enough to spend out, breaking your payment down into four smaller payments can definitely be a lifesaver! They also have access to many different stores/companies which is very much so a plus as well!",FALSE,Awesome App!!,3/3/2021 17:22,5
,Bleed Husker Red,"I’ve already recommended this app to many people who are pretty satisfied with this app. Super easy to navigate, the search tool is useful. I was first introduced to QuadPay by the Teva site and later found out there was an app for it which is way cooler because not all sites offer QuadPay through their shopping site. I’ve only used it online, mainly because I do 98% of my shopping online. I like that I’m able to keep track of my payments as well!",FALSE,Solid!,7/2/2019 1:50,4
,Tretheplug.nj,Bought two items from different websites and they refunded my credit limit for whatever reason with no explanation and then doesn’t even have the decency to refund my first initial payment and can’t get through to anyone in support. They took my $140 for something that hasn’t even been shipped to me. Also read on their forums that I’m responsible for my refund and I need to contact the merchant. I bought from saks fifth and Off white and have no way of contacting someone on their side and don’t see why they need to be the one to refund me. I’m highly upset and will never use again.,FALSE,Never using Quadpay Again,4/11/2021 3:57,1
,Maj1772,"As you all know 2020 was a very difficult year in many ways. I had to close my business due to COVID and we went from a 2 income household to 1. Thanks to this app, we were able to have a somewhat “Normal” Holiday Season and not have to charge it to any Credit Cards. For the first time we have no Christmas Debt!! The communication is very easy, and customer service is great!",FALSE,My Holiday Season was Saved!,1/8/2021 19:35,5
,CreslanWilliams,Loving this application I’ve used it a few times now and haven’t had any issues. Ended up paying off items earlier than expected. I would love the fact that after you’ve done a few completed transactions if your spending amount could be raised especially during the holidays. Other than that I have no complaints. Great idea great execution.,FALSE,Loving it!,12/13/2020 17:28,5
,Tiffany Hyman,I didn’t know anything about the app until about last month when my co worker saw pop up on phone. Of course she shared that information with me and I was hooked it is very convenient when you dont have all the money at one time. Thank you for coming up with this app to help working americans and you have so many stores to choose from is what I like. ⭐️⭐️⭐️⭐️⭐️,FALSE,Quad pay review,11/9/2020 2:02,5
,shaytexass818,I love the app! I love what it offers. It is easy! My only issue is I tried to place an order that requires one of the temporary cards and the store asked for the card info again. When I did I got an alert that the purchase was unsuccessful but I am still being charged for it!! I tried reach out for help and they sent a bunch of links to things that were not relevant. I submitted a refund and have yet to get any update on it. It’s day 3.,FALSE,Well...,12/5/2020 3:12,4
,MightyPisc3s,"When I first read about it, I didn’t think anything about it, thought it was too good to be true but I made my first purchase and it was an easy process.. I highly recommend it! Lots of options when it comes to shopping! I’m a big online shopper and this helps you get the items you want now but pay in payments with no interest!",FALSE,Definitely love QuadPay,10/8/2020 1:24,5
,Hotrod Honey8,"I’m a single mom on disability and I’m constantly trying to find ways to save money. When I realized that you wouldn’t be charged interest, I just had to do it! I made a purchase from Serovital that I normally would never be able to afford. The 4 payments with no interest is so affordable that I can spurge on myself a little without feeling to guilty. Thank you! This program is amazing!",FALSE,I love the App,9/24/2020 1:01,5
,Mojo1169,"Man I have to tell anyone who is reading this that do not hesitate to download and try this great service! I know there are many out there that do the same exact thing, but the sign on process was quick,easy, and so simple to use! I just made my first purchase and I’m addicted! I wish they would have approved me for more! Try it everyone you won’t be disappointed!",FALSE,Best Experience Ever!,9/20/2020 3:02,5
,Kirsty Ann C,"Going back to uni this semester has been hard, and being able to break up payments for things I really need right away is seriously so helpful since Im not able to work as many hours during the week as I had to during the past few months of the pandemic. Was a bit hesitant at first but after using it a few times its been great.",FALSE,Super helpful,9/14/2020 3:51,5
,belleoftheoffice,"I absolutely love the QuadPay app. My favorite store has always been Ugg and QuadPay has helped me with each of my purchases. Easy peasy instructions and you can even pay off your purchases early. As a single mom, large shopping trips were never feasible, however now my daughter and I can shop ANYWHERE and still make ends meet. Make your payments on time and the QuadPay app will be your best friend.",FALSE,A Single Mom’s BEST FRIEND!!!,9/12/2020 9:43,5
,tjack511,"Awesome app. Very convenient when you 
need or want something. Easy to use and
QuadPay keeps you informed and advises you ahead of time before payment is due. I don’t usually write reviews but QuadPay deserves 5 stars. It enables you to have things you want or need without the high credit card interest and helps to keep you from getting in debt over you head. Love the apt and customer support is Great",FALSE,Awesome,9/12/2020 1:21,5
,kiJeHar,One of the things I love most is the different variety of stores and bands you service with Quad pay. I’ve seen others but the stores they support are very specific. I ran across the option during the height of the pandemic and given me an option to make 4 equal interest free payment was definitely good for my budget. I go to this app now before I make any purchase.,FALSE,Totally Satisfied,9/11/2020 1:25,5
,Suejoy57,"I found out about QuadPay when I was checking out online and thought to myself, “I am going to try this!”
Well, I am so glad I did!
It was amazingly easy to use and I spread my payment out over 4 payments making it easier to afford to buy the things I might have thought twice about before. 
Thank you QuadPay for helping me out!
I will DEFINITELY be using this app frequently.",FALSE,Great app!,9/2/2020 12:02,5
,cici_1998!,"I downloaded this app a couple of weeks ago and it’s been great. It’s legit, I used it to purchase some shoes just to try it out and I didn’t have any issues with it. I got an amount of $200 to spend, and I was able to get what I needed without feeling the pressure of paying the full amount right away. Looking forward to continuing to use the app. It’s also super easy to use, no hassles.",FALSE,Great!!,8/27/2020 1:10,5
,AltaSamara,"The app is easy to use and there were no glitches or issues as I checked out.  I used Quad Pay for my Coach Outlet purchase to test it out, and it went well.  I was able to set it up with a prepaid debit card and didn’t have to use my credit card.  It was a very simple process, and I will most likely use it again if needed.  I will also recommend it to others.",FALSE,God App,8/4/2020 12:53,5
,Marion Y Williams,"I just used Quad pay for the first time, and I’m so happy that I found this app. It was very easy to use and it I was able to get the products I wanted and didn’t have to pay the full purchase price up front. I love the option that I’m able to pay off my purchase in 4 payments , payable every two weeks with no interest.I definitely highly recommend this app.",FALSE,Love QuadPay,7/22/2020 1:09,5
,theonlyhere,QuadPay is a great option for short time credit without the high costs and fees. It is easy to use and payments flows very smoothly. There is even option to use in stores as well as online. This is a great low cost option to spread out cost just a little bit. It is much better than carrying debt for up to years and paying crazy amounts in interest and fees!,FALSE,Great Option!,7/10/2020 5:10,5
"{'id': 16342059, 'body': ""Hi there, Thanks so much for reaching out and sharing your experience with us! If you have any additional questions or concerns, please feel free to reach out to us at appreviews@quadpay.com. We're looking forward to chatting with you and helping out!"", 'modified': '2020-07-01T16:32:50Z'}",timc85,"I’ve used both Progressive Leasing and Afterpay before. I like progressives higher approval amounts and they give you 90days to pay off pretty close to cash amount. This seems like a little mix of both options and I liked it. My only gripe, there should be a way to add funds. I.e. if using for a larger purchase and your approved for $200 and there is an item for $250 it would be nice to be able to add the $50 and do everything in one swoop.",FALSE,"Pretty seamless, easy to use",6/30/2020 1:15,4
"{'id': 16052669, 'body': 'Music to our ears! Thanks for the love and keep on #QuadPaying!', 'modified': '2020-06-17T18:24:51Z'}",BibleWarrior27,I really enjoy using Quad Pay. I stumbled across this method of payment shopping online. I gave it a try and loved it. Best option for those who don’t want to use credit card. No interest. 4 payments every 2 weeks. You get reminders before a payment is drafted. You can change the card you want to use as well. I just used it for a second time for Father’s Day gifts. Love it.,FALSE,Money saver,6/16/2020 3:23,5
"{'id': 15399598, 'body': ""We're so glad we can be here for you! Thank you for the thoughtful review 😊"", 'modified': '2020-05-18T18:56:16Z'}",Anna9395,I discovered this app making the purchase of a watch that I always wanted to have and could not pay cash .. but this app allowed me to get it and pay the watch in four easy payments and the best without interest .. and then I could notice that with the same app I  can make purchases in many stores.. so great !!  I recommend it!,FALSE,Reliable and safe app to make your purchases,5/18/2020 1:00,5
"{'id': 13271457, 'body': ""We're so glad we can be here for you! Thank you for the awesome review and keep on #QuadPaying 😊"", 'modified': '2020-02-03T17:38:40Z'}",tamaramae92,"I don’t always shop online and wanted to shop at Target. It was so easy to enter the amount I wanted to spend, which created a Visa. There is an option to put the Visa in your Apple Wallet. When I checked out at Target all I had to do was tap to pay. Would recommend to anyone who has some shopping to do but doesn’t want to take a huge chunk of your money at once.",FALSE,Very User Friendly!,2/3/2020 4:15,5
"{'id': 14048646, 'body': 'Hey there! We are so sorry for the trouble. We would be happy to help with this. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Looking forward to sorting this out :)', 'modified': '2020-03-16T17:28:53Z'}",lesalovelivelife,I am very frustrated with this app!  The first two purchases I made were fine one from Nike and the other from Nordstrom.  Then I tried to order from Nordstrom again and Victoria secret and it kept saying processing so eventually I had to cancel them both.  I don’t understand why this is happening especially since I had placed a order from Nordstrom previously.  This is bad for business and someone needs to communicate because if they aren’t honoring purchases then they shouldn’t be on your app.,FALSE,Frustrated,3/12/2020 18:33,3
,Cheesy gee,I used this several times and its super easy to use. Just open the app go to what ever site you want to purchase from and when your in the make purchase page just agree to the schedule of the payment terms. Super easy and only a $1 transaction fee per payment. All I know is I like it. I haven’t used it in a store yet but maybe one day that will happen.,FALSE,Good Service Easy to use,12/2/2019 1:56,5
"{'id': 12228437, 'body': ""Hi there! We're not always able to approve every customer but want to make the process to sign up as quick and seamless as possible. Please feel free to email appreviews@quadpay.com with any additional comments or questions!\r\n"", 'modified': '2019-12-05T10:38:40Z'}",Oddasse,"Disclaimer: This is a reflection of my experience as well as my perception of what is going on. I don’t care if they approve me or not; but their “application process” is BS. I’ve been on a so called “waiting list” for almost three months. I attempted to sign up when a few ladies in my office signed up. All three of them were immediately approved and I was not. My wife was also approved on the same day. I reached out to them on Twitter since their FAQ is pointless, and they stated they can’t disclose their application process due to fraud. Oh ok. Lastly, if you look at their Twitter account, they only retweet ladies saying how good their service is.",FALSE,I’m pretty sure they discriminate.,12/4/2019 23:42,1
"{'id': 11441801, 'body': ""Hi there, can you please email appreviews@quadpay.com so we can take a look ASAP? Sometimes our systems automatically catch things they shouldn't, and it sounds like this may be the case for you. Thanks!"", 'modified': '2019-10-24T08:38:36Z'}",unhappy cust TP,"Quadpay approval process is inconsistent. I used quadpay twice with no issues but once I download the app and was given a 500 dollar limit but once I decided on what to purchase my limit  was removed an I was put on a waitlist, I’ve been on this waitlist for Over 2 months. It would be nice to be given a reason as to why I’ve lost my limit and it seems I’ve been on a permanent waitlist.",FALSE,Inconsistent approval process,10/20/2019 22:07,5
"{'id': 12228648, 'body': ""Hi there, and sorry for the trouble you're having! Would you be able to email appreviews@quadpay.com ASAP so that we can review the account and make sure to get this sorted out? If you'd like, you could also include the previous case number for reference. Thank you so much!\r\n"", 'modified': '2019-12-05T10:44:51Z'}",Littleyesi,"I downloaded the app in order to try to make a purchase on Sephora. This was on a Monday. They tested the first payment and it went through. However, when I kept checking the status of the order, it said “processing” or something, meaning the transaction hasn’t actually occurred yet and was waiting to go through an approval process? I never received an order confirmation. The order never happened. By Saturday, I lost patience and just went to the physical store and bought everything, with the status still being the same. Super annoying, not for anyone who wants a quick transaction.",FALSE,Not Worth It,11/28/2019 2:19,1
,EngineCo.22,"Have used QuadPay twice now for 2 different transactions. Have had absolutely no issues, easy setup and love the auto pay. Definitely recommend this app as who doesn’t want to make smaller payments over several weeks vs a large payment at once. Only thing I wish was different would be the limit. Wish it was a little higher than what I’ve got.",FALSE,QuadPay Review,10/14/2019 16:18,5
,Yfbkfbifvk,"I have only used it for one order as of now. For Target for a brand new crib for my baby. It divided the amount into 4 payments with one payment due upon ordering the item. So far, so good! My crib will be here tomorrow and then it will automatically take the other payments out of my account in 2 week increments! Glad I was able to get the merchandise now and pay over time. Thank you QuadPay!",FALSE,Worked,10/9/2019 3:58,5
,lrich510,I have used quadpay before the app came about. It is a great way to pay for a larger purchase over time. When going through a merchant I paid no additional fees. Going through the app to do a purchase wherever you choose does cost an additional fee but it is minimal. I would recommend quadpay to anyone. It’s easy to use and affordable. Way better than charging to a credit card.,FALSE,I love QuadPay,8/19/2019 1:16,5
"{'id': 9762011, 'body': 'Hi Iluvorios, we are very sorry about this. It was a bug in our platform that occurred for a few days which we have resolved. Our app is growing quickly and we are doing the best we can to respond to our customers. Thank you for being a great customer and I hope this addresses your concerns! 🙌🙌🙌', 'modified': '2019-07-20T22:54:08Z'}",Iluvorios,"There were a few snags in the beginning but my love for this App is back! I’ve used my card both online and in-store. The first time I used it in-store, I didn’t realize that I had to still establish the spending amount in the App first before the payment could be approved. After that minor set back, I’ve not had a problem using it in any store that accepts Apple Pay since.",TRUE,Great job!!,7/24/2019 22:26,5
,emayewhyaye,I really love QuadPay! I just started using it in June and so far I have no complaints. I can shop at all my favorite online stores and get whatever I want without paying all at once. Then when pay day came around I just paid my payments early and they increased my limit! It’s like a credit card without pulling your credit! This was the best idea yet and I’ll be using QuadPay a lot more. Thank you!,FALSE,Awesome!,7/13/2019 11:16,5
,msanc93,"I used QuadPay before the app, and it is amazing! I only used it for one particular retailer and now I’ve used it when I need it I shop online mostly so I haven’t tried using it in store yet, it is super helpful when I want to keep my credit card balances low since the payments are split in 4 it makes me feel a ton better about my retail therapy lol. I absolutely recommend using QuadPay, happy shopping!",FALSE,Love it!,6/21/2019 0:37,5
,t.bonez,"This has simple options for payments, and provides flexibility to purchase online and in store. Used this twice now, once for a Christmas Gift, and last to buy a pricey birthday gift. It is easy to back out of a purchase and the money is still immediately available when you cancel! I highly recommend!!!",FALSE,Very straight forward!,1/18/2021 17:47,5
,Silentlopez,"Being a working single mom, I’m not always able to buy what I want for my boys. This app makes it super easy to do just that. And breaking payments up into 4 installments, doesn’t break my bank! Very manageable, if you don’t see a store you like, just search for it! Allowing you to find and buy anything! Even on a budget! QuadPay my kids and I thank you!!!!",FALSE,Perfect for single parents!,1/5/2021 22:37,5
,B&J'sGrandma,"I am retired and have a fixed income each month but sometimes there are things I need or want especially if it is a deal and having QuadPay is amazing This really helped during the Christmas season. Having QuadPay lessens the stress in all situations.  There was even a company that was not listed but I put it in the search tool and voila up it comes, wonderful feature  thank you QuadPay",FALSE,Game changer,1/2/2021 16:02,5
,Kiki Seltos,"I love the fact that it allows you to use Quadpay like a Visa credit card minus all the negative things (no interest and limitations on due dates). Quadpay even lets you pause upcoming payments if your expecting a refund from a vendor. I recently stopped using Afterpay because Quadpay is so much better! Higher spending budget, more brands, and excellent customer service.",FALSE,Love it! Will definitely use over Afterpay,11/23/2020 1:46,5
"{'id': 20380709, 'body': ""We are so sorry for the issues you're experiencing. We would be happy to step in and help out. When you have a moment, please email us at appreviews@quadpay.com with any previous case numbers for reference. Thanks!"", 'modified': '2021-01-13T16:36:18Z'}",Mell0918,"This app is horrible. I made an order and everything seemed to work well until I received a notification from QuadPay telling me the credit card they gave me was declined and to try again. Well I did try again and once again it was declined. However, they charged my account for the initial down payment twice and have prepared scheduled  future payments for my orders that were canceled. I tried contacting customer service on the live chat but no one answers. This seems like a scam and it’s very upsetting. I have never had any issues with Afterpay. I need a refund but don’t know who to contact.",FALSE,Horrible app,12/26/2020 15:34,1
,mzshigurl82,I absolutely love this app! I can use it for anything  even to pay a bill. I’m not bashing the other apps out there that are similar but they only let u make store purchases and I like being able to use my money to buy or pay for whatever I want and QuadPay gives me the freedom to do so and they only charge 4 dollars that’s too hard to pass up!!Thank u so much QuadPay!,FALSE,Love this app!,11/19/2020 5:29,5
,Lilyboxer00!,"I didn’t understand how to make my first purchase and tried a couple of times before I finally figured it out. Now that I have I can say it is very user friendly, lots of stores from which to use and a wonderful way to buy great things I wouldn’t have been able to afford if I had to pay in one lump sum",FALSE,Easy once you get through the first purchase,11/3/2020 2:21,5
,Mbswiff,This is good idea for people who may not have access to traditional credit card. There is no interest and it breaks into to small biweekly payments over six weeks. I would suggest that if you purchase to do on a day that you get paid. I used my available credit at Carters and Target in store. The cashiers were super impressed with the fast convenient tap. Check it out!,FALSE,Great idea,10/19/2020 11:36,5
